is_inactive,window_count
5590,2
1128,2
1130,2
5580,2
1134,2
5688,2
928,2
5576,2
926,2
5790,2
5788,2
762,2
5786,2
796,2
804,2
5756,2
812,2
5748,2
5746,2
5738,2
5736,2
850,2
852,2
854,2
5734,2
858,2
5728,2
868,2
872,2
876,2
882,2
5718,2
886,2
888,2
890,2
5716,2
5712,2
5702,2
5578,2
5566,2
5348,2
5464,2
1312,2
1326,2
1328,2
5450,2
5448,2
1340,2
5442,2
1356,2
1364,2
5432,2
5430,2
5418,2
1396,2
5410,2
1402,2
1410,2
1418,2
5400,2
1428,2
5398,2
5392,2
1440,2
1450,2
1454,2
5376,2
1466,2
5358,2
5356,2
1494,2
5462,2
1290,2
1152,2
5476,2
5558,2
1162,2
1164,2
1174,2
1176,2
1180,2
1184,2
5544,2
5542,2
1194,2
1196,2
5540,2
1204,2
5534,2
5532,2
1212,2
5528,2
1220,2
5526,2
1224,2
1230,2
5512,2
5508,2
5506,2
1262,2
1264,2
5494,2
1272,2
5484,2
754,2
750,2
746,2
162,2
178,2
182,2
188,2
198,2
200,2
204,2
208,2
212,2
222,2
228,2
232,2
244,2
6056,2
254,2
258,2
6048,2
6040,2
6038,2
280,2
288,2
6030,2
300,2
6024,2
306,2
314,2
6016,2
6014,2
322,2
6012,2
172,2
152,2
740,2
138,2
10,2
12,2
18,2
20,2
24,2
26,2
28,2
34,2
36,2
40,2
42,2
52,2
54,2
58,2
6144,2
66,2
72,2
6134,2
6132,2
82,2
86,2
6126,2
90,2
92,2
94,2
104,2
122,2
132,2
136,2
5998,2
348,2
360,2
362,2
588,2
5868,2
596,2
598,2
5864,2
5862,2
606,2
608,2
610,2
614,2
5848,2
640,2
658,2
662,2
5836,2
672,2
5832,2
676,2
680,2
5826,2
700,2
704,2
706,2
716,2
718,2
720,2
726,2
5804,2
736,2
584,2
572,2
5888,2
5940,2
396,2
400,2
5976,2
410,2
5966,2
430,2
442,2
5952,2
446,2
5948,2
452,2
458,2
462,2
5932,2
5890,2
478,2
480,2
496,2
498,2
5916,2
5910,2
518,2
524,2
5906,2
536,2
5896,2
556,2
560,2
5350,2
5614,2
4002,2
5176,2
1590,2
5306,2
1658,2
1664,2
1720,2
1580,2
1838,2
5314,2
5316,2
1964,2
5318,2
5116,2
1830,2
1560,2
1808,2
1748,2
1818,2
1718,2
1750,2
1752,2
5324,2
1554,2
1666,2
5216,2
5090,2
1552,2
1914,2
1672,2
1924,2
5098,2
1734,2
1654,2
5108,2
5146,2
1934,2
1622,2
5292,2
1936,2
1938,2
1626,2
1634,2
1636,2
5232,2
1614,2
1866,2
1610,2
1646,2
5280,2
5278,2
5102,2
5100,2
1606,2
1602,2
1872,2
5302,2
5112,2
1596,2
5246,2
5276,2
5210,2
1556,2
5106,2
1516,2
1986,2
1782,2
5258,2
5074,2
5204,2
1900,2
5264,2
1514,2
1788,2
1530,2
1524,2
1974,2
5260,2
2008,2
2010,2
1520,2
1908,2
2012,2
1774,2
1992,2
5202,2
1706,2
1548,2
1546,2
1674,2
5054,2
1676,2
5266,2
1542,2
5252,2
5084,2
1906,2
1898,2
1688,2
1508,2
5330,2
5206,2
4244,1
4282,1
5950,1
4954,1
4236,1
5908,1
4950,1
4248,1
5944,1
5142,1
5902,1
4242,1
4280,1
4928,1
5946,1
5124,1
5122,1
4268,1
4948,1
4258,1
4944,1
4942,1
5144,1
4266,1
5934,1
5930,1
5936,1
4264,1
5928,1
5926,1
4262,1
4260,1
4940,1
4932,1
5126,1
4256,1
5924,1
4272,1
5922,1
5920,1
5918,1
4252,1
5128,1
4250,1
5130,1
5136,1
5914,1
5162,1
4926,1
5814,1
5192,1
4346,1
4344,1
5190,1
5818,1
4342,1
5188,1
5820,1
5822,1
4340,1
4338,1
4336,1
4334,1
5824,1
4332,1
5828,1
5830,1
5816,1
5812,1
5180,1
5194,1
4370,1
4368,1
4366,1
5798,1
5200,1
5800,1
4896,1
4360,1
4358,1
4356,1
5802,1
4352,1
5198,1
5806,1
5808,1
4900,1
5196,1
5182,1
4328,1
5884,1
4916,1
4918,1
4294,1
4292,1
4290,1
4920,1
4922,1
5866,1
5160,1
4286,1
5158,1
5154,1
5152,1
4284,1
4924,1
5874,1
5876,1
5148,1
4296,1
4298,1
4326,1
4300,1
4324,1
4322,1
5834,1
4316,1
5170,1
5838,1
5842,1
4912,1
5166,1
5850,1
4310,1
5852,1
5856,1
4304,1
5858,1
4914,1
5860,1
4234,1
5118,1
4232,1
6092,1
4084,1
5004,1
4082,1
4080,1
4078,1
4076,1
5006,1
6096,1
4088,1
6100,1
5086,1
5010,1
5012,1
6110,1
4068,1
6114,1
4086,1
4090,1
4064,1
4994,1
4116,1
6066,1
4988,1
4990,1
4992,1
5096,1
5094,1
4108,1
4092,1
6082,1
4104,1
5092,1
4996,1
4098,1
4998,1
5002,1
4066,1
6118,1
4230,1
4018,1
5066,1
5038,1
4028,1
4026,1
5040,1
4022,1
4020,1
5042,1
5034,1
5062,1
4016,1
5060,1
4012,1
4010,1
4008,1
5058,1
4032,1
5032,1
6122,1
6130,1
5080,1
4056,1
5018,1
5020,1
5078,1
5076,1
4050,1
5072,1
4036,1
4046,1
6138,1
5070,1
5028,1
4004,1
4042,1
6150,1
4986,1
4120,1
6052,1
5982,1
4202,1
4200,1
5978,1
4198,1
4372,1
4196,1
4194,1
5986,1
4206,1
4190,1
4188,1
4966,1
5988,1
5996,1
4184,1
4968,1
4204,1
5120,1
4124,1
5958,1
4228,1
4224,1
4222,1
4956,1
5954,1
5956,1
4216,1
4958,1
4208,1
5960,1
5964,1
5972,1
4962,1
4214,1
4212,1
4210,1
5114,1
6000,1
6002,1
4142,1
4150,1
6036,1
4978,1
4980,1
6046,1
4146,1
4144,1
5104,1
4182,1
4140,1
4136,1
4134,1
4132,1
4130,1
4128,1
4126,1
6032,1
4154,1
4156,1
4976,1
6006,1
4178,1
4970,1
4972,1
4174,1
4172,1
4170,1
4168,1
5110,1
6018,1
6020,1
6022,1
4162,1
4160,1
6026,1
5796,1
4772,1
4894,1
5296,1
4624,1
5502,1
4798,1
5510,1
5514,1
5516,1
4616,1
5518,1
4612,1
5520,1
4610,1
4608,1
4606,1
4604,1
5298,1
4602,1
5522,1
4626,1
5500,1
5496,1
5304,1
5468,1
5472,1
5474,1
4650,1
4648,1
5480,1
5482,1
4646,1
4628,1
4644,1
5486,1
4642,1
5490,1
4634,1
4632,1
4630,1
5524,1
5294,1
5466,1
4596,1
4568,1
4820,1
4566,1
4564,1
4822,1
5570,1
5572,1
5574,1
4558,1
5268,1
4556,1
5582,1
4552,1
4550,1
5584,1
5586,1
5588,1
5564,1
5562,1
4570,1
4584,1
4592,1
5536,1
5284,1
5282,1
4810,1
5546,1
5548,1
5550,1
4572,1
5274,1
4814,1
5554,1
5556,1
4816,1
4578,1
4576,1
4656,1
5308,1
5592,1
5388,1
4742,1
5368,1
5370,1
4738,1
5372,1
4734,1
5374,1
4730,1
5378,1
5338,1
5380,1
5336,1
4720,1
5382,1
5384,1
4714,1
5386,1
5366,1
5364,1
4746,1
5340,1
4770,1
4768,1
4766,1
5346,1
5342,1
4764,1
4762,1
4758,1
5362,1
4756,1
5352,1
4754,1
5354,1
4752,1
4750,1
5360,1
4710,1
5390,1
5310,1
5332,1
5438,1
4782,1
4682,1
5440,1
4680,1
5444,1
5446,1
5322,1
4676,1
4786,1
5452,1
5456,1
5458,1
4666,1
4664,1
4662,1
4660,1
5436,1
5428,1
5426,1
5408,1
4704,1
5396,1
5328,1
5326,1
5402,1
5406,1
4698,1
4778,1
5424,1
5412,1
4780,1
5414,1
4692,1
5416,1
5420,1
4690,1
4828,1
5594,1
4376,1
5742,1
4436,1
5222,1
4434,1
4432,1
5720,1
4866,1
5722,1
5220,1
5724,1
4430,1
4870,1
4428,1
5732,1
4874,1
4876,1
5218,1
4882,1
4438,1
5224,1
4864,1
5706,1
5696,1
5698,1
4462,1
4460,1
5700,1
4858,1
5704,1
4860,1
4442,1
5714,1
4450,1
4448,1
4446,1
5228,1
5226,1
4444,1
5740,1
5744,1
4856,1
4884,1
5778,1
4398,1
4396,1
5780,1
4394,1
4392,1
5782,1
5784,1
4888,1
4388,1
4386,1
4890,1
4892,1
4382,1
4380,1
5792,1
4378,1
5774,1
5770,1
4400,1
5758,1
4420,1
5750,1
4418,1
5752,1
5208,1
4416,1
5754,1
4414,1
5768,1
5344,1
5762,1
4410,1
4408,1
4406,1
4404,1
4886,1
5694,1
4466,1
4830,1
5638,1
5622,1
4520,1
4518,1
5624,1
5244,1
5240,1
4516,1
5626,1
4514,1
5628,1
5630,1
4512,1
4510,1
5632,1
5634,1
5238,1
4508,1
5620,1
5616,1
5248,1
5604,1
5262,1
5598,1
4832,1
4834,1
5600,1
5602,1
4540,1
5606,1
4528,1
4536,1
5608,1
5610,1
5256,1
4530,1
4840,1
5254,1
5636,1
5640,1
5692,1
5642,1
5672,1
5236,1
5674,1
5676,1
5678,1
4482,1
4480,1
5680,1
5684,1
5234,1
4850,1
4478,1
5686,1
4852,1
4854,1
5690,1
4470,1
5670,1
5668,1
4488,1
5654,1
4848,1
4502,1
4500,1
5644,1
5646,1
5650,1
5652,1
4494,1
5666,1
5656,1
5658,1
5660,1
4492,1
4490,1
5662,1
5664,1
5760,1
3086,1
3998,1
1310,1
1368,1
1362,1
1360,1
1358,1
1354,1
1350,1
1348,1
1344,1
1336,1
1334,1
1332,1
1322,1
1320,1
1314,1
1308,1
1372,1
1304,1
1298,1
1296,1
1294,1
1292,1
1288,1
1286,1
1284,1
1282,1
1280,1
1278,1
1276,1
1274,1
1270,1
1370,1
1376,1
1266,1
1436,1
1476,1
1474,1
1472,1
1468,1
1462,1
1460,1
1458,1
1456,1
1452,1
1448,1
1446,1
1444,1
1442,1
1438,1
1434,1
1378,1
1432,1
1430,1
1426,1
1424,1
1420,1
1414,1
1412,1
1400,1
1398,1
1394,1
1390,1
1388,1
1386,1
1382,1
1268,1
1260,1
1022,1
1104,1
1148,1
1146,1
1144,1
1142,1
1138,1
1136,1
1132,1
1126,1
1124,1
1122,1
1120,1
1116,1
1114,1
1112,1
1102,1
1154,1
1086,1
1078,1
1074,1
1072,1
1070,1
1066,1
1064,1
1062,1
1046,1
1044,1
1042,1
1040,1
1038,1
1030,1
1150,1
1156,1
1258,1
1218,1
1256,1
1254,1
1252,1
1250,1
1248,1
1246,1
1244,1
1238,1
1236,1
1234,1
1232,1
1228,1
1226,1
1222,1
1214,1
1158,1
1210,1
1208,1
1206,1
1202,1
1198,1
1192,1
1190,1
1188,1
1186,1
1178,1
1170,1
1168,1
1166,1
1160,1
1480,1
1482,1
1484,1
1804,1
1844,1
1842,1
1840,1
1836,1
1834,1
1832,1
1826,1
1824,1
1820,1
1816,1
1814,1
1812,1
1810,1
1806,1
1800,1
1848,1
1798,1
1796,1
1792,1
1786,1
1784,1
1778,1
1770,1
1768,1
1766,1
1764,1
1760,1
1758,1
1754,1
1746,1
1846,1
1850,1
1486,1
1904,1
1960,1
1958,1
1954,1
1948,1
1942,1
1940,1
1932,1
1930,1
1928,1
1926,1
1920,1
1916,1
1912,1
1910,1
1902,1
1852,1
1894,1
1892,1
1888,1
1886,1
1882,1
1880,1
1878,1
1876,1
1870,1
1864,1
1862,1
1860,1
1856,1
1854,1
1742,1
1740,1
1738,1
1558,1
1618,1
1616,1
1612,1
1598,1
1594,1
1588,1
1586,1
1582,1
1578,1
1576,1
1574,1
1570,1
1566,1
1564,1
1540,1
1736,1
1538,1
1536,1
1534,1
1532,1
1528,1
1526,1
1512,1
1510,1
1506,1
1504,1
1502,1
1498,1
1492,1
1488,1
1620,1
1624,1
1628,1
1630,1
1730,1
1728,1
1726,1
1724,1
1716,1
1712,1
1710,1
1708,1
1704,1
1702,1
1700,1
1698,1
1694,1
1692,1
1690,1
1684,1
1682,1
1680,1
1678,1
1668,1
1662,1
1660,1
1656,1
1652,1
1650,1
1648,1
1642,1
1640,1
1638,1
1026,1
1018,1
1966,1
338,1
412,1
408,1
404,1
394,1
370,1
368,1
364,1
358,1
356,1
354,1
352,1
350,1
344,1
340,1
336,1
416,1
334,1
332,1
328,1
324,1
320,1
316,1
312,1
310,1
308,1
304,1
302,1
296,1
294,1
284,1
414,1
418,1
278,1
472,1
528,1
526,1
514,1
512,1
510,1
508,1
506,1
504,1
502,1
500,1
492,1
488,1
482,1
474,1
468,1
420,1
466,1
464,1
460,1
456,1
454,1
450,1
448,1
444,1
440,1
438,1
434,1
426,1
424,1
422,1
282,1
274,1
1016,1
68,1
126,1
118,1
114,1
112,1
102,1
100,1
98,1
96,1
88,1
84,1
78,1
76,1
74,1
70,1
64,1
134,1
62,1
60,1
56,1
50,1
48,1
46,1
44,1
38,1
32,1
22,1
16,1
14,1
8,1
6,1
128,1
140,1
272,1
226,1
268,1
266,1
264,1
260,1
256,1
250,1
248,1
246,1
242,1
240,1
238,1
236,1
234,1
230,1
224,1
144,1
220,1
214,1
210,1
206,1
202,1
196,1
194,1
186,1
166,1
160,1
158,1
156,1
150,1
146,1
532,1
534,1
544,1
860,1
908,1
906,1
904,1
900,1
898,1
894,1
892,1
884,1
880,1
874,1
870,1
866,1
864,1
862,1
856,1
916,1
840,1
838,1
836,1
834,1
832,1
828,1
824,1
822,1
814,1
810,1
808,1
806,1
802,1
800,1
912,1
918,1
546,1
972,1
1010,1
1006,1
1004,1
1000,1
996,1
992,1
990,1
988,1
986,1
984,1
982,1
978,1
976,1
974,1
970,1
920,1
968,1
966,1
964,1
960,1
958,1
956,1
952,1
948,1
946,1
940,1
938,1
932,1
930,1
924,1
798,1
794,1
792,1
600,1
660,1
656,1
652,1
648,1
642,1
632,1
630,1
628,1
622,1
618,1
616,1
612,1
604,1
602,1
592,1
790,1
590,1
586,1
582,1
580,1
576,1
574,1
570,1
568,1
566,1
564,1
562,1
558,1
552,1
550,1
666,1
670,1
674,1
682,1
788,1
782,1
780,1
778,1
776,1
774,1
770,1
768,1
760,1
756,1
752,1
748,1
744,1
742,1
738,1
734,1
732,1
724,1
722,1
714,1
712,1
710,1
708,1
702,1
696,1
694,1
690,1
686,1
684,1
1962,1
1968,1
3996,1
3346,1
3394,1
3386,1
3378,1
3376,1
3372,1
3370,1
3368,1
3366,1
3360,1
3358,1
3356,1
3354,1
3350,1
3348,1
3344,1
3402,1
3338,1
3336,1
3334,1
3330,1
3326,1
3324,1
3316,1
3314,1
3310,1
3308,1
3300,1
3298,1
3294,1
3292,1
3400,1
3408,1
3288,1
3472,1
3540,1
3538,1
3518,1
3510,1
3504,1
3500,1
3498,1
3496,1
3490,1
3486,1
3484,1
3478,1
3476,1
3474,1
3470,1
3416,1
3462,1
3456,1
3454,1
3452,1
3448,1
3446,1
3444,1
3440,1
3438,1
3436,1
3428,1
3422,1
3420,1
3418,1
3290,1
3284,1
2992,1
3060,1
3130,1
3128,1
3118,1
3110,1
3108,1
3098,1
3090,1
4,1
3084,1
3082,1
3076,1
3072,1
3070,1
3062,1
3054,1
3136,1
3050,1
3042,1
3040,1
3032,1
3030,1
3026,1
3024,1
3018,1
3016,1
3012,1
3010,1
3008,1
3004,1
2996,1
3134,1
3146,1
3280,1
3200,1
3272,1
3266,1
3262,1
3260,1
3258,1
3248,1
3232,1
3228,1
3216,1
3214,1
3210,1
3208,1
3206,1
3202,1
3194,1
3148,1
3192,1
3190,1
3188,1
3186,1
3184,1
3178,1
3174,1
3172,1
3168,1
3162,1
3160,1
3156,1
3152,1
3150,1
3544,1
3564,1
3566,1
3846,1
3878,1
3876,1
3874,1
3870,1
3868,1
3866,1
3864,1
3862,1
3860,1
3856,1
3854,1
3852,1
3850,1
3848,1
3844,1
3886,1
3840,1
3836,1
3834,1
3828,1
3826,1
3822,1
3820,1
3818,1
3816,1
3814,1
3812,1
3810,1
3808,1
3806,1
3880,1
3890,1
3568,1
3958,1
3994,1
3992,1
3990,1
3988,1
3982,1
3980,1
3978,1
3976,1
3974,1
3972,1
3968,1
3966,1
3964,1
3960,1
3954,1
3892,1
3952,1
3950,1
3940,1
3936,1
3930,1
3926,1
3924,1
3918,1
3916,1
3914,1
3910,1
3908,1
3906,1
3900,1
3802,1
3800,1
3796,1
3628,1
3674,1
3672,1
3656,1
3654,1
3650,1
3648,1
3646,1
3644,1
3642,1
3640,1
3638,1
3636,1
3634,1
3630,1
3626,1
3794,1
3622,1
3620,1
3616,1
3610,1
3608,1
3606,1
3604,1
3602,1
3600,1
3598,1
3596,1
3590,1
3586,1
3574,1
3676,1
3678,1
3682,1
3684,1
3792,1
3786,1
3782,1
3780,1
3774,1
3772,1
3768,1
3764,1
3760,1
3752,1
3750,1
3748,1
3746,1
3744,1
3742,1
3740,1
3734,1
3730,1
3728,1
3718,1
3716,1
3708,1
3706,1
3704,1
3700,1
3698,1
3692,1
3688,1
3686,1
2994,1
2988,1
1970,1
2252,1
2304,1
2302,1
2298,1
2294,1
2292,1
2288,1
2282,1
2280,1
2276,1
2268,1
2266,1
2260,1
2256,1
2254,1
2248,1
2312,1
2246,1
2236,1
2230,1
2226,1
2222,1
2218,1
2214,1
2212,1
2210,1
2208,1
2206,1
2204,1
2200,1
2198,1
2310,1
2320,1
2194,1
2370,1
2432,1
2428,1
2424,1
2418,1
2416,1
2408,1
2406,1
2404,1
2400,1
2398,1
2390,1
2386,1
2382,1
2380,1
2368,1
2326,1
2366,1
2362,1
2360,1
2358,1
2352,1
2350,1
2344,1
2342,1
2340,1
2338,1
2336,1
2334,1
2332,1
2328,1
2196,1
2192,1
2968,1
2028,1
2072,1
2070,1
2064,1
2060,1
2058,1
2056,1
2054,1
2052,1
2050,1
2048,1
