window_start,sensor_name,observed_events,expected_events,low_alert_threshold,high_alert_threshold,deviation_events,deviation_score,history_windows,alert
2014-02-16 09:00:00,Kitchen,751.0,12.0,0.0,633.74,739.0,41.537,1037,HIGH_DEVIATION
2013-12-07 18:00:00,Kitchen,855.0,118.0,0.0,714.746,737.0,4.323,1036,HIGH_DEVIATION
2013-03-18 14:00:00,Bedroom,737.0,3.0,0.0,659.48,734.0,165.025,1037,HIGH_DEVIATION
2013-12-04 10:00:00,Kitchen,736.0,2.0,0.0,736.0,734.0,247.538,1037,HIGH_DEVIATION
2014-01-24 10:00:00,Kitchen,736.0,2.0,0.0,736.0,734.0,247.538,1037,HIGH_DEVIATION
2014-02-01 11:00:00,Kitchen,726.0,2.0,0.0,601.12,724.0,244.166,1037,HIGH_DEVIATION
2014-03-12 23:00:00,Kitchen,723.0,0.0,0.0,163.65,723.0,723.0,1036,HIGH_DEVIATION
2013-11-07 12:00:00,Kitchen,735.0,14.0,0.0,566.02,721.0,34.736,1037,HIGH_DEVIATION
2011-06-17 20:00:00,Bedroom,778.0,58.0,0.0,524.825,720.0,8.373,1036,HIGH_DEVIATION
2013-11-25 09:00:00,Kitchen,732.0,12.0,0.0,633.74,720.0,40.469,1037,HIGH_DEVIATION
2012-01-18 21:00:00,WorkArea,731.0,14.0,0.0,314.6,717.0,34.544,1036,HIGH_DEVIATION
2014-02-16 14:00:00,Kitchen,724.0,8.0,0.0,601.72,716.0,60.367,1037,HIGH_DEVIATION
2013-11-15 13:00:00,Kitchen,731.0,18.0,0.0,607.64,713.0,26.717,1037,HIGH_DEVIATION
2014-02-12 17:00:00,Kitchen,747.0,34.0,0.0,708.25,713.0,14.144,1036,HIGH_DEVIATION
2012-03-20 18:00:00,Bedroom,708.0,2.0,0.0,387.55,706.0,238.095,1036,HIGH_DEVIATION
2014-04-09 14:00:00,Kitchen,707.0,8.0,0.0,601.72,699.0,58.934,1037,HIGH_DEVIATION
2014-01-31 11:00:00,Kitchen,700.0,2.0,0.0,601.12,698.0,235.397,1037,HIGH_DEVIATION
2014-01-20 14:00:00,Bedroom,699.0,3.0,0.0,659.48,696.0,156.482,1037,HIGH_DEVIATION
2014-03-04 09:00:00,Kitchen,706.0,12.0,0.0,633.74,694.0,39.008,1037,HIGH_DEVIATION
2012-12-24 14:00:00,Bathroom,686.0,2.0,0.0,471.12,684.0,230.676,1037,HIGH_DEVIATION
2013-05-05 15:00:00,Bedroom,684.0,0.0,0.0,383.55,684.0,684.0,1036,HIGH_DEVIATION
2012-12-21 21:00:00,Kitchen,684.0,2.0,0.0,391.7,682.0,230.001,1036,HIGH_DEVIATION
2012-12-26 21:00:00,WorkArea,695.0,14.0,0.0,314.6,681.0,32.809,1036,HIGH_DEVIATION
2013-02-04 14:00:00,Bedroom,682.0,3.0,0.0,659.48,679.0,152.66,1037,HIGH_DEVIATION
2013-12-17 17:00:00,Kitchen,710.0,34.0,0.0,708.25,676.0,13.41,1036,HIGH_DEVIATION
2014-01-20 13:00:00,Kitchen,693.0,18.0,0.0,607.64,675.0,25.293,1037,HIGH_DEVIATION
2011-12-21 12:00:00,Bedroom,677.0,4.0,0.0,428.0,673.0,113.483,1037,HIGH_DEVIATION
2014-04-15 14:00:00,Bedroom,676.0,3.0,0.0,659.48,673.0,151.311,1037,HIGH_DEVIATION
2012-04-17 18:00:00,Kitchen,786.0,118.0,0.0,714.746,668.0,3.918,1036,HIGH_DEVIATION
2012-11-26 11:00:00,Bathroom,661.0,0.0,0.0,582.0,661.0,661.0,1037,HIGH_DEVIATION
2013-02-18 14:00:00,Bedroom,662.0,3.0,0.0,659.48,659.0,148.163,1037,HIGH_DEVIATION
2012-12-25 15:00:00,Bathroom,657.0,0.0,0.0,420.95,657.0,657.0,1036,HIGH_DEVIATION
2013-12-13 14:00:00,Kitchen,664.0,8.0,0.0,601.72,656.0,55.308,1037,HIGH_DEVIATION
2011-11-28 12:00:00,Bedroom,659.0,4.0,0.0,428.0,655.0,110.448,1037,HIGH_DEVIATION
2012-04-19 19:00:00,Kitchen,729.0,84.0,0.0,596.125,645.0,5.179,1036,HIGH_DEVIATION
2013-10-03 10:00:00,Bedroom,665.0,20.0,0.0,428.76,645.0,21.752,1037,HIGH_DEVIATION
2012-08-14 14:00:00,Kitchen,652.0,8.0,0.0,601.72,644.0,54.297,1037,HIGH_DEVIATION
2012-12-19 19:00:00,Bedroom,643.0,0.0,0.0,420.7,643.0,643.0,1036,HIGH_DEVIATION
2014-04-07 10:00:00,Bedroom,662.0,20.0,0.0,428.76,642.0,21.651,1037,HIGH_DEVIATION
2012-08-11 19:00:00,Kitchen,724.0,84.0,0.0,596.125,640.0,5.139,1036,HIGH_DEVIATION
2014-04-09 15:00:00,Bedroom,637.0,0.0,0.0,383.55,637.0,637.0,1036,HIGH_DEVIATION
2011-11-02 20:00:00,Bedroom,694.0,58.0,0.0,524.825,636.0,7.396,1036,HIGH_DEVIATION
2012-01-19 19:00:00,Bedroom,636.0,0.0,0.0,420.7,636.0,636.0,1036,HIGH_DEVIATION
2013-05-05 17:00:00,Bedroom,646.0,10.0,0.0,369.425,636.0,42.898,1036,HIGH_DEVIATION
2014-01-29 09:00:00,Kitchen,648.0,12.0,0.0,633.74,636.0,35.748,1037,HIGH_DEVIATION
2014-03-01 11:00:00,Kitchen,630.0,2.0,0.0,601.12,628.0,211.79,1037,HIGH_DEVIATION
2013-03-31 09:00:00,Bathroom,661.0,34.0,0.0,555.56,627.0,12.438,1037,HIGH_DEVIATION
2012-02-23 22:00:00,Bathroom,625.0,0.0,0.0,493.0,625.0,625.0,1036,HIGH_DEVIATION
2013-10-14 08:00:00,Bathroom,627.0,2.0,0.0,561.74,625.0,210.778,1037,HIGH_DEVIATION
2013-11-15 09:00:00,Kitchen,635.0,12.0,0.0,633.74,623.0,35.017,1037,HIGH_DEVIATION
2011-09-24 19:00:00,Kitchen,705.0,84.0,0.0,596.125,621.0,4.986,1036,HIGH_DEVIATION
2013-12-07 11:00:00,Kitchen,622.0,2.0,0.0,601.12,620.0,209.092,1037,HIGH_DEVIATION
2012-04-16 22:00:00,Bathroom,615.0,0.0,0.0,493.0,615.0,615.0,1036,HIGH_DEVIATION
2012-12-04 12:00:00,Kitchen,628.0,14.0,0.0,566.02,614.0,29.581,1037,HIGH_DEVIATION
2013-07-22 13:00:00,Bathroom,611.0,2.0,0.0,489.96,609.0,205.382,1037,HIGH_DEVIATION
2013-11-08 14:00:00,Kitchen,616.0,8.0,0.0,601.72,608.0,51.261,1037,HIGH_DEVIATION
2012-11-29 08:00:00,Bathroom,605.0,2.0,0.0,561.74,603.0,203.359,1037,HIGH_DEVIATION
2012-01-17 16:00:00,WorkArea,602.0,0.0,0.0,289.2,602.0,602.0,1036,HIGH_DEVIATION
2013-11-04 14:00:00,Kitchen,610.0,8.0,0.0,601.72,602.0,50.755,1037,HIGH_DEVIATION
2013-11-20 11:00:00,Kitchen,604.0,2.0,0.0,601.12,602.0,203.022,1037,HIGH_DEVIATION
2012-08-05 10:00:00,WorkArea,608.0,8.0,0.0,190.32,600.0,50.587,1037,HIGH_DEVIATION
2013-10-10 21:00:00,Kitchen,602.0,2.0,0.0,391.7,600.0,202.347,1036,HIGH_DEVIATION
2012-07-04 16:00:00,Kitchen,600.0,2.0,0.0,401.2,598.0,201.673,1036,HIGH_DEVIATION
2014-01-02 15:00:00,DiningRoom,602.0,4.0,0.0,152.6,598.0,100.836,1036,HIGH_DEVIATION
2012-12-21 11:00:00,Bathroom,597.0,0.0,0.0,582.0,597.0,597.0,1037,HIGH_DEVIATION
2013-05-11 11:00:00,Bathroom,597.0,0.0,0.0,582.0,597.0,597.0,1037,HIGH_DEVIATION
2012-02-25 20:00:00,Bedroom,654.0,58.0,0.0,524.825,596.0,6.931,1036,HIGH_DEVIATION
2013-04-12 12:00:00,LivingRoom,632.0,36.0,0.0,360.4,596.0,11.167,1037,HIGH_DEVIATION
2013-11-13 08:00:00,Kitchen,596.0,0.0,0.0,437.02,596.0,596.0,1037,HIGH_DEVIATION
2012-04-13 21:00:00,Bedroom,644.0,50.0,0.0,465.65,594.0,8.013,1036,HIGH_DEVIATION
2012-05-16 22:00:00,Bathroom,593.0,0.0,0.0,493.0,593.0,593.0,1036,HIGH_DEVIATION
2012-12-25 13:00:00,WorkArea,600.0,8.0,0.0,308.78,592.0,49.912,1037,HIGH_DEVIATION
2012-04-01 10:00:00,Bathroom,598.0,8.0,0.0,532.4,590.0,49.744,1037,HIGH_DEVIATION
2013-10-11 13:00:00,Kitchen,608.0,18.0,0.0,607.64,590.0,22.108,1037,HIGH_DEVIATION
2011-07-24 13:00:00,Bedroom,590.0,3.0,0.0,501.28,587.0,131.975,1037,HIGH_DEVIATION
2013-05-26 08:00:00,Bathroom,587.0,2.0,0.0,561.74,585.0,197.289,1037,HIGH_DEVIATION
2011-11-20 16:00:00,Bedroom,586.0,2.0,0.0,417.825,584.0,196.951,1036,HIGH_DEVIATION
2012-11-15 21:00:00,Bathroom,634.0,50.0,0.0,557.775,584.0,7.878,1036,HIGH_DEVIATION
2011-10-23 11:00:00,Bathroom,582.0,0.0,0.0,582.0,582.0,582.0,1037,HIGH_DEVIATION
2013-02-04 11:00:00,Bathroom,582.0,0.0,0.0,582.0,582.0,582.0,1037,HIGH_DEVIATION
2014-03-10 21:00:00,Bedroom,630.0,50.0,0.0,465.65,580.0,7.824,1036,HIGH_DEVIATION
2012-12-06 08:00:00,Bathroom,581.0,2.0,0.0,561.74,579.0,195.265,1037,HIGH_DEVIATION
2014-02-16 15:00:00,Kitchen,580.0,2.0,0.0,502.25,578.0,194.928,1036,HIGH_DEVIATION
2013-03-28 08:00:00,Bathroom,579.0,2.0,0.0,561.74,577.0,194.591,1037,HIGH_DEVIATION
2012-08-14 07:00:00,WorkArea,576.0,0.0,0.0,178.3,576.0,576.0,1037,HIGH_DEVIATION
2013-05-12 18:00:00,LivingRoom,624.0,48.0,0.0,298.125,576.0,12.141,1036,HIGH_DEVIATION
2014-02-18 16:00:00,Bedroom,574.0,2.0,0.0,417.825,572.0,192.904,1036,HIGH_DEVIATION
2011-07-20 12:00:00,Bathroom,572.0,2.0,0.0,507.0,570.0,192.23,1037,HIGH_DEVIATION
2013-03-30 13:00:00,Bathroom,572.0,2.0,0.0,489.96,570.0,192.23,1037,HIGH_DEVIATION
2012-05-12 20:00:00,Kitchen,624.0,56.0,0.0,523.825,568.0,6.841,1036,HIGH_DEVIATION
2012-01-30 13:00:00,Bedroom,570.0,3.0,0.0,501.28,567.0,127.479,1037,HIGH_DEVIATION
2012-08-13 00:00:00,WorkArea,567.0,0.0,0.0,126.0,567.0,567.0,1037,HIGH_DEVIATION
2014-04-12 15:00:00,WorkArea,567.0,0.0,0.0,223.55,567.0,567.0,1036,HIGH_DEVIATION
2013-11-14 10:00:00,Bathroom,573.0,8.0,0.0,532.4,565.0,47.636,1037,HIGH_DEVIATION
2014-04-09 15:00:00,Kitchen,565.0,2.0,0.0,502.25,563.0,189.869,1036,HIGH_DEVIATION
2012-02-07 22:00:00,Bathroom,562.0,0.0,0.0,493.0,562.0,562.0,1036,HIGH_DEVIATION
2012-01-16 17:00:00,WorkArea,574.0,12.5,0.0,245.3,561.5,30.298,1036,HIGH_DEVIATION
2012-11-15 08:00:00,Bathroom,563.0,2.0,0.0,561.74,561.0,189.195,1037,HIGH_DEVIATION
2012-11-29 12:00:00,Kitchen,575.0,14.0,0.0,566.02,561.0,27.028,1037,HIGH_DEVIATION
2013-12-07 08:00:00,Kitchen,558.0,0.0,0.0,437.02,558.0,558.0,1037,HIGH_DEVIATION
2013-12-19 12:00:00,Kitchen,572.0,14.0,0.0,566.02,558.0,26.883,1037,HIGH_DEVIATION
2013-03-19 09:00:00,Bathroom,588.0,34.0,0.0,555.56,554.0,10.99,1037,HIGH_DEVIATION
2013-12-03 12:00:00,Kitchen,568.0,14.0,0.0,566.02,554.0,26.691,1037,HIGH_DEVIATION
2011-09-24 16:00:00,Bedroom,554.0,2.0,0.0,417.825,552.0,186.159,1036,HIGH_DEVIATION
2012-04-17 16:00:00,Kitchen,552.0,2.0,0.0,401.2,550.0,185.485,1036,HIGH_DEVIATION
2011-11-28 21:00:00,Bathroom,597.0,50.0,0.0,557.775,547.0,7.379,1036,HIGH_DEVIATION
2012-08-13 12:00:00,Bathroom,549.0,2.0,0.0,507.0,547.0,184.473,1037,HIGH_DEVIATION
2014-03-03 13:00:00,Bedroom,547.0,3.0,0.0,501.28,544.0,122.308,1037,HIGH_DEVIATION
2012-11-25 09:00:00,Bathroom,577.0,34.0,0.0,555.56,543.0,10.772,1037,HIGH_DEVIATION
2012-05-28 14:00:00,WorkArea,549.0,8.0,0.0,278.38,541.0,45.612,1037,HIGH_DEVIATION
2014-01-09 20:00:00,Kitchen,594.0,56.0,0.0,523.825,538.0,6.48,1036,HIGH_DEVIATION
2014-04-09 10:00:00,Bedroom,558.0,20.0,0.0,428.76,538.0,18.144,1037,HIGH_DEVIATION
2012-10-21 20:00:00,Bathroom,557.0,20.5,0.0,484.3,536.5,17.652,1036,HIGH_DEVIATION
2013-10-28 13:00:00,Bedroom,538.0,3.0,0.0,501.28,535.0,120.284,1037,HIGH_DEVIATION
2013-12-26 15:00:00,Kitchen,537.0,2.0,0.0,502.25,535.0,180.426,1036,HIGH_DEVIATION
2012-09-30 22:00:00,Bedroom,550.0,16.0,0.0,351.2,534.0,22.511,1036,HIGH_DEVIATION
2012-12-21 22:00:00,Kitchen,534.0,0.0,0.0,257.425,534.0,534.0,1036,HIGH_DEVIATION
2012-03-22 21:00:00,Kitchen,533.0,2.0,0.0,391.7,531.0,179.077,1036,HIGH_DEVIATION
2013-08-19 13:00:00,Bedroom,534.0,3.0,0.0,501.28,531.0,119.385,1037,HIGH_DEVIATION
2012-11-27 09:00:00,Bathroom,564.0,34.0,0.0,555.56,530.0,10.514,1037,HIGH_DEVIATION
2011-11-29 20:00:00,Bathroom,550.0,20.5,0.0,484.3,529.5,17.422,1036,HIGH_DEVIATION
2011-07-02 21:00:00,Bathroom,579.0,50.0,0.0,557.775,529.0,7.136,1036,HIGH_DEVIATION
2012-12-24 10:00:00,Bathroom,536.0,8.0,0.0,532.4,528.0,44.516,1037,HIGH_DEVIATION
2014-03-10 12:00:00,Bedroom,532.0,4.0,0.0,428.0,528.0,89.033,1037,HIGH_DEVIATION
2011-12-20 23:00:00,Bathroom,526.0,0.0,0.0,399.475,526.0,526.0,1036,HIGH_DEVIATION
2013-11-10 11:00:00,Bedroom,527.0,2.0,0.0,468.2,525.0,177.054,1037,HIGH_DEVIATION
2012-12-11 09:00:00,Bathroom,557.0,34.0,0.0,555.56,523.0,10.375,1037,HIGH_DEVIATION
2012-12-10 11:00:00,Bedroom,524.0,2.0,0.0,468.2,522.0,176.042,1037,HIGH_DEVIATION
2014-02-07 16:00:00,Kitchen,524.0,2.0,0.0,401.2,522.0,176.042,1036,HIGH_DEVIATION
2012-07-31 20:00:00,WorkArea,545.0,24.0,0.0,333.65,521.0,14.642,1036,HIGH_DEVIATION
2012-04-14 13:00:00,Bathroom,521.0,2.0,0.0,489.96,519.0,175.03,1037,HIGH_DEVIATION
2012-12-04 22:00:00,Bathroom,518.0,0.0,0.0,493.0,518.0,518.0,1036,HIGH_DEVIATION
2013-05-15 12:00:00,Bathroom,519.0,2.0,0.0,507.0,517.0,174.356,1037,HIGH_DEVIATION
2013-10-13 23:00:00,WorkArea,517.0,0.0,0.0,182.775,517.0,517.0,1036,HIGH_DEVIATION
2012-02-12 14:00:00,Bathroom,515.0,2.0,0.0,471.12,513.0,173.007,1037,HIGH_DEVIATION
2012-04-28 19:00:00,Kitchen,597.0,84.0,0.0,596.125,513.0,4.119,1036,HIGH_DEVIATION
2013-05-09 21:00:00,Bathroom,563.0,50.0,0.0,557.775,513.0,6.92,1036,HIGH_DEVIATION
2012-01-20 21:00:00,Bathroom,562.0,50.0,0.0,557.775,512.0,6.907,1036,HIGH_DEVIATION
2014-04-12 15:00:00,Kitchen,513.0,2.0,0.0,502.25,511.0,172.332,1036,HIGH_DEVIATION
2011-08-20 20:00:00,Kitchen,566.0,56.0,0.0,523.825,510.0,6.143,1036,HIGH_DEVIATION
2012-11-28 13:00:00,WorkArea,518.0,8.0,0.0,308.78,510.0,42.999,1037,HIGH_DEVIATION
2012-01-18 21:00:00,Bathroom,559.0,50.0,0.0,557.775,509.0,6.866,1036,HIGH_DEVIATION
2012-11-10 12:00:00,Bathroom,511.0,2.0,0.0,507.0,509.0,171.658,1037,HIGH_DEVIATION
2013-02-13 16:00:00,Bathroom,509.0,0.0,0.0,414.55,509.0,509.0,1036,HIGH_DEVIATION
2012-04-26 18:00:00,Bedroom,510.0,2.0,0.0,387.55,508.0,171.321,1036,HIGH_DEVIATION
2012-12-24 12:00:00,Bathroom,510.0,2.0,0.0,507.0,508.0,171.321,1037,HIGH_DEVIATION
2013-03-23 15:00:00,Kitchen,510.0,2.0,0.0,502.25,508.0,171.321,1036,HIGH_DEVIATION
2012-02-18 13:00:00,Bathroom,507.0,2.0,0.0,489.96,505.0,170.309,1037,HIGH_DEVIATION
2012-03-31 12:00:00,Bathroom,507.0,2.0,0.0,507.0,505.0,170.309,1037,HIGH_DEVIATION
2012-12-22 12:00:00,Bathroom,507.0,2.0,0.0,507.0,505.0,170.309,1037,HIGH_DEVIATION
2011-07-11 13:00:00,LivingRoom,540.0,36.0,0.0,453.76,504.0,10.623,1037,HIGH_DEVIATION
2012-06-11 13:00:00,Bathroom,504.0,2.0,0.0,489.96,502.0,169.297,1037,HIGH_DEVIATION
2012-12-24 14:00:00,LivingRoom,540.0,38.0,0.0,402.64,502.0,9.959,1037,HIGH_DEVIATION
2013-03-21 21:00:00,Bedroom,552.0,50.0,0.0,465.65,502.0,6.772,1036,HIGH_DEVIATION
2013-09-27 15:00:00,Kitchen,504.0,2.0,0.0,502.25,502.0,169.297,1036,HIGH_DEVIATION
2012-02-27 22:00:00,WorkArea,501.0,0.0,0.0,263.3,501.0,501.0,1036,HIGH_DEVIATION
2012-08-15 15:00:00,LivingRoom,536.0,35.0,0.0,323.35,501.0,10.901,1036,HIGH_DEVIATION
2013-03-19 20:00:00,Bathroom,521.0,20.5,0.0,484.3,500.5,16.467,1036,HIGH_DEVIATION
2012-04-17 22:00:00,LivingRoom,500.0,0.0,0.0,257.3,500.0,500.0,1036,HIGH_DEVIATION
2013-11-25 13:00:00,Bedroom,502.0,3.0,0.0,501.28,499.0,112.19,1037,HIGH_DEVIATION
2012-04-22 21:00:00,Kitchen,500.0,2.0,0.0,391.7,498.0,167.948,1036,HIGH_DEVIATION
2013-03-12 14:00:00,Bathroom,500.0,2.0,0.0,471.12,498.0,167.948,1037,HIGH_DEVIATION
2012-05-28 14:00:00,LivingRoom,534.0,38.0,0.0,402.64,496.0,9.84,1037,HIGH_DEVIATION
2013-01-05 17:00:00,Bathroom,497.0,2.0,0.0,374.775,495.0,166.936,1036,HIGH_DEVIATION
2014-03-30 12:00:00,Bedroom,498.0,4.0,0.0,428.0,494.0,83.3,1037,HIGH_DEVIATION
2011-06-25 22:00:00,Bathroom,493.0,0.0,0.0,493.0,493.0,493.0,1036,HIGH_DEVIATION
2011-10-23 22:00:00,Bathroom,493.0,0.0,0.0,493.0,493.0,493.0,1036,HIGH_DEVIATION
2013-11-11 13:00:00,Bathroom,495.0,2.0,0.0,489.96,493.0,166.262,1037,HIGH_DEVIATION
2013-11-28 15:00:00,Bedroom,492.0,0.0,0.0,383.55,492.0,492.0,1036,HIGH_DEVIATION
2012-01-08 14:00:00,Bathroom,493.0,2.0,0.0,471.12,491.0,165.587,1037,HIGH_DEVIATION
2012-06-11 10:00:00,Bedroom,508.0,20.0,0.0,428.76,488.0,16.458,1037,HIGH_DEVIATION
2011-08-07 08:00:00,Kitchen,484.0,0.0,0.0,437.02,484.0,484.0,1037,HIGH_DEVIATION
2013-12-02 22:00:00,DiningRoom,482.0,0.0,0.0,59.65,482.0,482.0,1036,HIGH_DEVIATION
2012-03-01 20:00:00,Bedroom,536.0,58.0,0.0,524.825,478.0,5.559,1036,HIGH_DEVIATION
2011-12-17 15:00:00,Bathroom,476.0,0.0,0.0,420.95,476.0,476.0,1036,HIGH_DEVIATION
2011-11-24 14:00:00,Bathroom,477.0,2.0,0.0,471.12,475.0,160.192,1037,HIGH_DEVIATION
2012-09-02 16:00:00,Bedroom,477.0,2.0,0.0,417.825,475.0,160.192,1036,HIGH_DEVIATION
2011-07-28 20:00:00,Kitchen,530.0,56.0,0.0,523.825,474.0,5.709,1036,HIGH_DEVIATION
2012-06-25 11:00:00,LivingRoom,502.0,28.0,0.0,314.92,474.0,11.418,1037,HIGH_DEVIATION
2012-11-07 14:00:00,Bathroom,474.0,2.0,0.0,471.12,472.0,159.18,1037,HIGH_DEVIATION
2013-03-30 20:00:00,Bathroom,491.0,20.5,0.0,484.3,470.5,15.48,1036,HIGH_DEVIATION
2012-05-16 19:00:00,Bedroom,470.0,0.0,0.0,420.7,470.0,470.0,1036,HIGH_DEVIATION
2012-05-21 20:00:00,Bedroom,528.0,58.0,0.0,524.825,470.0,5.466,1036,HIGH_DEVIATION
2014-03-13 20:00:00,Kitchen,526.0,56.0,0.0,523.825,470.0,5.661,1036,HIGH_DEVIATION
2011-06-16 20:00:00,Kitchen,524.0,56.0,0.0,523.825,468.0,5.637,1036,HIGH_DEVIATION
2014-04-09 11:00:00,Bedroom,470.0,2.0,0.0,468.2,468.0,157.831,1037,HIGH_DEVIATION
2013-04-02 20:00:00,Bathroom,488.0,20.5,0.0,484.3,467.5,15.382,1036,HIGH_DEVIATION
2011-07-08 20:00:00,Bedroom,525.0,58.0,0.0,524.825,467.0,5.431,1036,HIGH_DEVIATION
2012-12-26 20:00:00,Bathroom,485.0,20.5,0.0,484.3,464.5,15.283,1036,HIGH_DEVIATION
2012-01-30 15:00:00,Bedroom,462.0,0.0,0.0,383.55,462.0,462.0,1036,HIGH_DEVIATION
2011-07-23 16:00:00,Bathroom,461.0,0.0,0.0,414.55,461.0,461.0,1036,HIGH_DEVIATION
2012-03-16 17:00:00,Bathroom,462.0,2.0,0.0,374.775,460.0,155.133,1036,HIGH_DEVIATION
2013-03-06 15:00:00,Bathroom,456.0,0.0,0.0,420.95,456.0,456.0,1036,HIGH_DEVIATION
2014-03-09 21:00:00,Bedroom,505.0,50.0,0.0,465.65,455.0,6.138,1036,HIGH_DEVIATION
2011-08-13 18:00:00,Bedroom,456.0,2.0,0.0,387.55,454.0,153.109,1036,HIGH_DEVIATION
2012-10-26 16:00:00,Bathroom,453.0,0.0,0.0,414.55,453.0,453.0,1036,HIGH_DEVIATION
2011-07-12 23:00:00,Bathroom,451.0,0.0,0.0,399.475,451.0,451.0,1036,HIGH_DEVIATION
2012-08-02 21:00:00,Bedroom,498.0,50.0,0.0,465.65,448.0,6.043,1036,HIGH_DEVIATION
2013-02-04 10:00:00,Bedroom,468.0,20.0,0.0,428.76,448.0,15.109,1037,HIGH_DEVIATION
2013-05-10 17:00:00,Bathroom,450.0,2.0,0.0,374.775,448.0,151.086,1036,HIGH_DEVIATION
2013-10-13 19:00:00,Bathroom,446.0,0.0,0.0,252.85,446.0,446.0,1036,HIGH_DEVIATION
2013-11-05 08:00:00,Kitchen,446.0,0.0,0.0,437.02,446.0,446.0,1037,HIGH_DEVIATION
