window_start,Bathroom,Bedroom,DiningRoom,Kitchen,LivingRoom,OutsideDoor,total_events,n_sensors_active,tod_sin,tod_cos,dow,is_inactive
2012-07-24 09:00:00,2.0,55.0,2.0,120.0,86.0,0.0,265.0,5.0,0.7071067811865476,-0.7071067811865475,1,0
2012-07-24 10:00:00,294.0,179.0,22.0,30.0,88.0,34.0,647.0,6.0,0.49999999999999994,-0.8660254037844387,1,0
2012-07-24 11:00:00,76.0,2.0,4.0,30.0,76.0,10.0,198.0,6.0,0.258819045102521,-0.9659258262890682,1,0
2012-07-24 12:00:00,0.0,0.0,2.0,12.0,90.0,12.0,116.0,4.0,1.2246467991473532e-16,-1.0,1,0
2012-07-24 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,1,1
2012-07-24 14:00:00,34.0,4.0,0.0,0.0,48.0,12.0,98.0,4.0,-0.4999999999999997,-0.8660254037844388,1,0
2012-07-24 15:00:00,62.0,4.0,18.0,72.0,90.0,2.0,248.0,6.0,-0.7071067811865471,-0.7071067811865479,1,0
2012-07-24 16:00:00,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,-0.8660254037844385,-0.5000000000000004,1,0
2012-07-24 17:00:00,40.0,4.0,0.0,0.0,30.0,12.0,86.0,4.0,-0.9659258262890683,-0.25881904510252063,1,0
2012-07-24 18:00:00,0.0,0.0,0.0,0.0,18.0,8.0,26.0,2.0,-1.0,-1.8369701987210297e-16,1,0
2012-07-24 19:00:00,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,-0.9659258262890684,0.2588190451025203,1,0
2012-07-24 20:00:00,0.0,0.0,2.0,66.0,68.0,0.0,136.0,3.0,-0.8660254037844386,0.5000000000000001,1,0
2012-07-24 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,1,1
2012-07-24 22:00:00,28.0,116.0,4.0,48.0,42.0,2.0,240.0,6.0,-0.5000000000000004,0.8660254037844384,1,0
2012-07-24 23:00:00,0.0,0.0,0.0,0.0,204.0,0.0,204.0,1.0,-0.25881904510252157,0.9659258262890681,1,0
2012-07-25 00:00:00,28.0,42.0,0.0,0.0,204.0,4.0,278.0,4.0,0.0,1.0,2,0
2012-07-25 01:00:00,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,0.25881904510252074,0.9659258262890683,2,0
2012-07-25 02:00:00,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.49999999999999994,0.8660254037844387,2,0
2012-07-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,2,1
2012-07-25 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,2,1
2012-07-25 05:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.9659258262890683,0.25881904510252074,2,0
2012-07-25 06:00:00,0.0,20.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,6.123233995736766e-17,2,0
2012-07-25 07:00:00,46.0,24.0,4.0,44.0,151.0,24.0,293.0,6.0,0.9659258262890683,-0.25881904510252063,2,0
2012-07-25 08:00:00,40.0,4.0,2.0,350.0,203.0,4.0,603.0,6.0,0.8660254037844387,-0.4999999999999998,2,0
2012-07-25 09:00:00,0.0,0.0,0.0,2.0,164.0,0.0,166.0,2.0,0.7071067811865476,-0.7071067811865475,2,0
2012-07-25 10:00:00,244.0,224.0,4.0,26.0,126.0,16.0,640.0,6.0,0.49999999999999994,-0.8660254037844387,2,0
2012-07-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,2,1
2012-07-25 12:00:00,72.0,8.0,4.0,28.0,66.0,20.0,198.0,6.0,1.2246467991473532e-16,-1.0,2,0
2012-07-25 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,2,1
2012-07-25 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,2,1
2012-07-25 15:00:00,0.0,0.0,0.0,0.0,189.0,10.0,199.0,2.0,-0.7071067811865471,-0.7071067811865479,2,0
2012-07-25 16:00:00,82.0,52.0,0.0,0.0,95.0,4.0,233.0,4.0,-0.8660254037844385,-0.5000000000000004,2,0
2012-07-25 17:00:00,0.0,2.0,0.0,0.0,46.0,8.0,56.0,3.0,-0.9659258262890683,-0.25881904510252063,2,0
2012-07-25 18:00:00,0.0,0.0,0.0,0.0,16.0,6.0,22.0,2.0,-1.0,-1.8369701987210297e-16,2,0
2012-07-25 19:00:00,0.0,0.0,0.0,0.0,62.0,0.0,62.0,1.0,-0.9659258262890684,0.2588190451025203,2,0
2012-07-25 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,2,1
2012-07-25 21:00:00,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,-0.7071067811865477,0.7071067811865474,2,0
2012-07-25 22:00:00,68.0,70.0,6.0,62.0,86.0,4.0,296.0,6.0,-0.5000000000000004,0.8660254037844384,2,0
2012-07-25 23:00:00,26.0,64.0,0.0,0.0,118.0,4.0,212.0,4.0,-0.25881904510252157,0.9659258262890681,2,0
2012-07-26 00:00:00,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3,0
2012-07-26 01:00:00,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.25881904510252074,0.9659258262890683,3,0
2012-07-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,3,1
2012-07-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,3,1
2012-07-26 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,3,1
2012-07-26 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,3,1
2012-07-26 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,3,1
2012-07-26 07:00:00,52.0,60.0,6.0,50.0,74.0,20.0,262.0,6.0,0.9659258262890683,-0.25881904510252063,3,0
2012-07-26 08:00:00,38.0,4.0,28.0,134.0,78.0,2.0,284.0,6.0,0.8660254037844387,-0.4999999999999998,3,0
2012-07-26 09:00:00,0.0,0.0,2.0,132.0,132.0,0.0,266.0,3.0,0.7071067811865476,-0.7071067811865475,3,0
2012-07-26 10:00:00,34.0,98.0,0.0,0.0,206.0,2.0,340.0,4.0,0.49999999999999994,-0.8660254037844387,3,0
2012-07-26 11:00:00,244.0,166.0,0.0,0.0,158.0,2.0,570.0,4.0,0.258819045102521,-0.9659258262890682,3,0
2012-07-26 12:00:00,18.0,62.0,0.0,0.0,152.0,10.0,242.0,4.0,1.2246467991473532e-16,-1.0,3,0
2012-07-26 13:00:00,6.0,2.0,0.0,0.0,12.0,18.0,38.0,4.0,-0.2588190451025208,-0.9659258262890683,3,0
2012-07-26 14:00:00,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,-0.4999999999999997,-0.8660254037844388,3,0
2012-07-26 15:00:00,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,-0.7071067811865471,-0.7071067811865479,3,0
2012-07-26 16:00:00,36.0,24.0,6.0,38.0,132.0,14.0,250.0,6.0,-0.8660254037844385,-0.5000000000000004,3,0
2012-07-26 17:00:00,0.0,0.0,0.0,0.0,146.0,10.0,156.0,2.0,-0.9659258262890683,-0.25881904510252063,3,0
2012-07-26 18:00:00,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,-1.0,-1.8369701987210297e-16,3,0
2012-07-26 19:00:00,0.0,0.0,0.0,22.0,90.0,8.0,120.0,3.0,-0.9659258262890684,0.2588190451025203,3,0
2012-07-26 20:00:00,34.0,2.0,0.0,0.0,30.0,6.0,72.0,4.0,-0.8660254037844386,0.5000000000000001,3,0
2012-07-26 21:00:00,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0,-0.7071067811865477,0.7071067811865474,3,0
2012-07-26 22:00:00,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,-0.5000000000000004,0.8660254037844384,3,0
2012-07-26 23:00:00,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,-0.25881904510252157,0.9659258262890681,3,0
2012-07-27 00:00:00,52.0,174.0,6.0,30.0,50.0,8.0,320.0,6.0,0.0,1.0,4,0
