window_start,Bathroom,Bedroom,DiningRoom,Kitchen,LivingRoom,OutsideDoor,WorkArea,total_events,n_sensors_active,tod_sin,tod_cos,dow,is_inactive
2011-06-15 13:00:00,20.0,4.0,78.0,358.0,38.0,0.0,26.0,524.0,6.0,-0.2588190451025208,-0.9659258262890683,2,0
2011-06-15 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,2,1
2011-06-15 15:00:00,0.0,0.0,12.0,0.0,26.0,0.0,0.0,38.0,2.0,-0.7071067811865471,-0.7071067811865479,2,0
2011-06-15 16:00:00,361.0,296.0,12.0,74.0,114.0,2.0,126.0,985.0,7.0,-0.8660254037844385,-0.5000000000000004,2,0
2011-06-15 17:00:00,289.0,70.0,8.0,88.0,60.0,10.0,8.0,533.0,7.0,-0.9659258262890683,-0.25881904510252063,2,0
2011-06-15 18:00:00,20.0,84.0,14.0,118.0,102.0,0.0,18.0,356.0,6.0,-1.0,-1.8369701987210297e-16,2,0
2011-06-15 19:00:00,138.0,42.0,0.0,0.0,22.0,6.0,6.0,214.0,5.0,-0.9659258262890684,0.2588190451025203,2,0
2011-06-15 20:00:00,0.0,116.0,8.0,8.0,36.0,4.0,14.0,186.0,6.0,-0.8660254037844386,0.5000000000000001,2,0
2011-06-15 21:00:00,0.0,0.0,22.0,202.0,52.0,0.0,0.0,276.0,3.0,-0.7071067811865477,0.7071067811865474,2,0
2011-06-15 22:00:00,45.0,84.0,12.0,4.0,84.0,0.0,64.0,293.0,6.0,-0.5000000000000004,0.8660254037844384,2,0
2011-06-15 23:00:00,277.0,48.0,0.0,0.0,0.0,0.0,6.0,331.0,3.0,-0.25881904510252157,0.9659258262890681,2,0
2011-06-16 00:00:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,3,0
2011-06-16 01:00:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.25881904510252074,0.9659258262890683,3,0
2011-06-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,3,1
2011-06-16 03:00:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.7071067811865476,0.7071067811865476,3,0
2011-06-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,3,1
2011-06-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,3,1
2011-06-16 06:00:00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,6.123233995736766e-17,3,0
2011-06-16 07:00:00,50.0,104.0,0.0,0.0,38.0,14.0,16.0,222.0,5.0,0.9659258262890683,-0.25881904510252063,3,0
2011-06-16 08:00:00,309.0,160.0,30.0,114.0,34.0,0.0,82.0,729.0,6.0,0.8660254037844387,-0.4999999999999998,3,0
2011-06-16 09:00:00,187.0,58.0,6.0,0.0,44.0,4.0,18.0,317.0,6.0,0.7071067811865476,-0.7071067811865475,3,0
2011-06-16 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,3,1
2011-06-16 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,3,1
2011-06-16 12:00:00,0.0,0.0,34.0,102.0,56.0,8.0,0.0,200.0,4.0,1.2246467991473532e-16,-1.0,3,0
2011-06-16 13:00:00,22.0,24.0,164.0,192.0,164.0,4.0,58.0,628.0,7.0,-0.2588190451025208,-0.9659258262890683,3,0
2011-06-16 14:00:00,122.0,42.0,12.0,0.0,56.0,10.0,30.0,272.0,6.0,-0.4999999999999997,-0.8660254037844388,3,0
2011-06-16 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,3,1
2011-06-16 16:00:00,0.0,84.0,58.0,92.0,114.0,4.0,46.0,398.0,6.0,-0.8660254037844385,-0.5000000000000004,3,0
2011-06-16 17:00:00,0.0,0.0,8.0,144.0,94.0,14.0,18.0,278.0,5.0,-0.9659258262890683,-0.25881904510252063,3,0
2011-06-16 18:00:00,0.0,0.0,64.0,356.0,66.0,0.0,0.0,486.0,3.0,-1.0,-1.8369701987210297e-16,3,0
2011-06-16 19:00:00,0.0,0.0,10.0,22.0,62.0,0.0,0.0,94.0,3.0,-0.9659258262890684,0.2588190451025203,3,0
2011-06-16 20:00:00,118.0,89.0,42.0,524.0,189.0,6.0,38.0,1006.0,7.0,-0.8660254037844386,0.5000000000000001,3,0
2011-06-16 21:00:00,464.0,112.0,12.0,0.0,31.0,0.0,12.0,631.0,5.0,-0.7071067811865477,0.7071067811865474,3,0
2011-06-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,3,1
2011-06-16 23:00:00,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,-0.25881904510252157,0.9659258262890681,3,0
2011-06-17 00:00:00,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,4,0
2011-06-17 01:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.25881904510252074,0.9659258262890683,4,0
2011-06-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,4,1
2011-06-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,4,1
2011-06-17 04:00:00,14.0,72.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,0.8660254037844386,0.5000000000000001,4,0
2011-06-17 05:00:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.9659258262890683,0.25881904510252074,4,0
2011-06-17 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,4,1
2011-06-17 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,4,1
2011-06-17 08:00:00,40.0,84.0,0.0,0.0,28.0,20.0,20.0,192.0,5.0,0.8660254037844387,-0.4999999999999998,4,0
2011-06-17 09:00:00,73.0,66.0,0.0,0.0,0.0,0.0,2.0,141.0,3.0,0.7071067811865476,-0.7071067811865475,4,0
2011-06-17 10:00:00,21.0,26.0,106.0,122.0,42.0,0.0,8.0,325.0,6.0,0.49999999999999994,-0.8660254037844387,4,0
2011-06-17 11:00:00,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,1.0,0.258819045102521,-0.9659258262890682,4,0
2011-06-17 12:00:00,38.0,0.0,4.0,58.0,80.0,2.0,0.0,182.0,5.0,1.2246467991473532e-16,-1.0,4,0
2011-06-17 13:00:00,0.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,2.0,-0.2588190451025208,-0.9659258262890683,4,0
2011-06-17 14:00:00,60.0,18.0,70.0,332.0,74.0,0.0,64.0,618.0,6.0,-0.4999999999999997,-0.8660254037844388,4,0
2011-06-17 15:00:00,0.0,0.0,4.0,52.0,24.0,0.0,0.0,80.0,3.0,-0.7071067811865471,-0.7071067811865479,4,0
2011-06-17 16:00:00,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,-0.8660254037844385,-0.5000000000000004,4,0
2011-06-17 17:00:00,132.0,4.0,14.0,18.0,74.0,0.0,26.0,268.0,6.0,-0.9659258262890683,-0.25881904510252063,4,0
2011-06-17 18:00:00,30.0,60.0,38.0,182.0,66.0,0.0,18.0,394.0,6.0,-1.0,-1.8369701987210297e-16,4,0
2011-06-17 19:00:00,0.0,51.0,30.0,140.0,100.0,4.0,8.0,333.0,6.0,-0.9659258262890684,0.2588190451025203,4,0
2011-06-17 20:00:00,187.0,778.0,4.0,0.0,20.0,0.0,38.0,1027.0,5.0,-0.8660254037844386,0.5000000000000001,4,0
2011-06-17 21:00:00,235.0,22.0,0.0,0.0,0.0,0.0,0.0,257.0,2.0,-0.7071067811865477,0.7071067811865474,4,0
2011-06-17 22:00:00,0.0,51.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,-0.5000000000000004,0.8660254037844384,4,0
2011-06-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,4,1
2011-06-18 00:00:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,5,0
2011-06-18 01:00:00,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25881904510252074,0.9659258262890683,5,0
2011-06-18 02:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.49999999999999994,0.8660254037844387,5,0
2011-06-18 03:00:00,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.7071067811865476,0.7071067811865476,5,0
2011-06-18 04:00:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.8660254037844386,0.5000000000000001,5,0
2011-06-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,5,1
2011-06-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,5,1
2011-06-18 07:00:00,38.0,98.0,0.0,0.0,48.0,20.0,14.0,218.0,5.0,0.9659258262890683,-0.25881904510252063,5,0
2011-06-18 08:00:00,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.8660254037844387,-0.4999999999999998,5,0
2011-06-18 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,5,1
2011-06-18 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,5,1
2011-06-18 11:00:00,82.0,158.0,29.0,192.0,16.0,0.0,32.0,509.0,6.0,0.258819045102521,-0.9659258262890682,5,0
2011-06-18 12:00:00,0.0,0.0,43.0,64.0,18.0,0.0,0.0,125.0,3.0,1.2246467991473532e-16,-1.0,5,0
2011-06-18 13:00:00,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,1.0,-0.2588190451025208,-0.9659258262890683,5,0
2011-06-18 14:00:00,55.0,47.0,4.0,6.0,46.0,0.0,38.0,196.0,6.0,-0.4999999999999997,-0.8660254037844388,5,0
2011-06-18 15:00:00,218.0,153.0,6.0,0.0,46.0,0.0,16.0,439.0,5.0,-0.7071067811865471,-0.7071067811865479,5,0
2011-06-18 16:00:00,344.0,114.0,10.0,18.0,62.0,0.0,14.0,562.0,6.0,-0.8660254037844385,-0.5000000000000004,5,0
2011-06-18 17:00:00,56.0,20.0,4.0,6.0,60.0,10.0,14.0,170.0,7.0,-0.9659258262890683,-0.25881904510252063,5,0
2011-06-18 18:00:00,17.0,0.0,8.0,108.0,64.0,2.0,0.0,199.0,5.0,-1.0,-1.8369701987210297e-16,5,0
2011-06-18 19:00:00,4.0,0.0,48.0,224.0,50.0,0.0,0.0,326.0,4.0,-0.9659258262890684,0.2588190451025203,5,0
2011-06-18 20:00:00,32.0,298.0,4.0,12.0,20.0,0.0,8.0,374.0,6.0,-0.8660254037844386,0.5000000000000001,5,0
2011-06-18 21:00:00,209.0,272.0,34.0,132.0,66.0,0.0,55.0,768.0,6.0,-0.7071067811865477,0.7071067811865474,5,0
2011-06-18 22:00:00,233.0,86.0,0.0,0.0,0.0,0.0,3.0,322.0,3.0,-0.5000000000000004,0.8660254037844384,5,0
2011-06-18 23:00:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,-0.25881904510252157,0.9659258262890681,5,0
2011-06-19 00:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6,0
2011-06-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,6,1
2011-06-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,6,1
2011-06-19 03:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7071067811865476,0.7071067811865476,6,0
2011-06-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,6,1
2011-06-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,6,1
2011-06-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,6,1
2011-06-19 07:00:00,30.0,96.0,0.0,0.0,32.0,12.0,16.0,186.0,5.0,0.9659258262890683,-0.25881904510252063,6,0
2011-06-19 08:00:00,0.0,82.0,32.0,100.0,22.0,0.0,6.0,242.0,5.0,0.8660254037844387,-0.4999999999999998,6,0
2011-06-19 09:00:00,388.0,335.0,14.0,54.0,48.0,0.0,46.0,885.0,6.0,0.7071067811865476,-0.7071067811865475,6,0
2011-06-19 10:00:00,44.0,25.0,16.0,70.0,98.0,6.0,22.0,281.0,7.0,0.49999999999999994,-0.8660254037844387,6,0
2011-06-19 11:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.258819045102521,-0.9659258262890682,6,0
2011-06-19 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,6,1
2011-06-19 13:00:00,0.0,0.0,0.0,0.0,78.0,4.0,0.0,82.0,2.0,-0.2588190451025208,-0.9659258262890683,6,0
2011-06-19 14:00:00,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,1.0,-0.4999999999999997,-0.8660254037844388,6,0
2011-06-19 15:00:00,245.0,58.0,0.0,0.0,48.0,0.0,14.0,365.0,4.0,-0.7071067811865471,-0.7071067811865479,6,0
2011-06-19 16:00:00,45.0,100.0,6.0,166.0,94.0,12.0,46.0,469.0,7.0,-0.8660254037844385,-0.5000000000000004,6,0
2011-06-19 17:00:00,48.0,58.0,26.0,136.0,158.0,28.0,28.0,482.0,7.0,-0.9659258262890683,-0.25881904510252063,6,0
2011-06-19 18:00:00,36.0,192.0,26.0,60.0,128.0,10.0,26.0,478.0,7.0,-1.0,-1.8369701987210297e-16,6,0
2011-06-19 19:00:00,0.0,102.0,46.0,240.0,136.0,26.0,10.0,560.0,6.0,-0.9659258262890684,0.2588190451025203,6,0
2011-06-19 20:00:00,97.0,504.0,12.0,156.0,70.0,0.0,160.0,999.0,6.0,-0.8660254037844386,0.5000000000000001,6,0
2011-06-19 21:00:00,311.0,178.0,8.0,16.0,28.0,2.0,14.0,557.0,7.0,-0.7071067811865477,0.7071067811865474,6,0
2011-06-19 22:00:00,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,-0.5000000000000004,0.8660254037844384,6,0
2011-06-19 23:00:00,20.0,28.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,-0.25881904510252157,0.9659258262890681,6,0
2011-06-20 00:00:00,12.0,16.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,1.0,0,0
2011-06-20 01:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.25881904510252074,0.9659258262890683,0,0
2011-06-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0,1
2011-06-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0,1
2011-06-20 04:00:00,30.0,40.0,0.0,0.0,0.0,0.0,4.0,74.0,3.0,0.8660254037844386,0.5000000000000001,0,0
2011-06-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0,1
2011-06-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0,1
2011-06-20 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.9659258262890683,-0.25881904510252063,0,0
2011-06-20 08:00:00,60.0,82.0,0.0,0.0,38.0,24.0,18.0,222.0,5.0,0.8660254037844387,-0.4999999999999998,0,0
2011-06-20 09:00:00,0.0,86.0,0.0,0.0,2.0,0.0,0.0,88.0,2.0,0.7071067811865476,-0.7071067811865475,0,0
2011-06-20 10:00:00,66.0,166.0,42.0,164.0,34.0,0.0,36.0,508.0,6.0,0.49999999999999994,-0.8660254037844387,0,0
2011-06-20 11:00:00,86.0,66.0,52.0,36.0,58.0,0.0,12.0,310.0,6.0,0.258819045102521,-0.9659258262890682,0,0
2011-06-20 12:00:00,336.0,110.0,24.0,0.0,76.0,20.0,42.0,608.0,6.0,1.2246467991473532e-16,-1.0,0,0
2011-06-20 13:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-0.2588190451025208,-0.9659258262890683,0,0
2011-06-20 14:00:00,2.0,74.0,74.0,0.0,88.0,10.0,64.0,312.0,6.0,-0.4999999999999997,-0.8660254037844388,0,0
2011-06-20 15:00:00,0.0,0.0,22.0,36.0,106.0,4.0,0.0,168.0,4.0,-0.7071067811865471,-0.7071067811865479,0,0
2011-06-20 16:00:00,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0
2011-06-20 17:00:00,36.0,24.0,14.0,58.0,80.0,0.0,62.0,274.0,6.0,-0.9659258262890683,-0.25881904510252063,0,0
2011-06-20 18:00:00,0.0,18.0,46.0,408.0,94.0,0.0,72.0,638.0,5.0,-1.0,-1.8369701987210297e-16,0,0
2011-06-20 19:00:00,0.0,0.0,24.0,43.0,52.0,0.0,0.0,119.0,3.0,-0.9659258262890684,0.2588190451025203,0,0
2011-06-20 20:00:00,228.0,22.0,194.0,119.0,96.0,0.0,60.0,719.0,6.0,-0.8660254037844386,0.5000000000000001,0,0
2011-06-20 21:00:00,296.0,238.0,36.0,46.0,36.0,6.0,54.0,712.0,7.0,-0.7071067811865477,0.7071067811865474,0,0
2011-06-20 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,0,1
2011-06-20 23:00:00,0.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,-0.25881904510252157,0.9659258262890681,0,0
2011-06-21 00:00:00,8.0,36.0,0.0,0.0,0.0,0.0,4.0,48.0,3.0,0.0,1.0,1,0
2011-06-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,1,1
2011-06-21 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,1,1
2011-06-21 03:00:00,18.0,52.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,0.7071067811865476,0.7071067811865476,1,0
2011-06-21 04:00:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.8660254037844386,0.5000000000000001,1,0
2011-06-21 05:00:00,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.9659258262890683,0.25881904510252074,1,0
2011-06-21 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,1,1
2011-06-21 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,1,1
2011-06-21 08:00:00,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.8660254037844387,-0.4999999999999998,1,0
2011-06-21 09:00:00,48.0,192.0,6.0,12.0,50.0,16.0,28.0,352.0,7.0,0.7071067811865476,-0.7071067811865475,1,0
2011-06-21 10:00:00,206.0,120.0,48.0,238.0,22.0,0.0,46.0,680.0,6.0,0.49999999999999994,-0.8660254037844387,1,0
2011-06-21 11:00:00,368.0,178.0,0.0,0.0,30.0,8.0,44.0,628.0,5.0,0.258819045102521,-0.9659258262890682,1,0
2011-06-21 12:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.2246467991473532e-16,-1.0,1,0
2011-06-21 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,1,1
2011-06-21 14:00:00,92.0,16.0,10.0,108.0,52.0,4.0,12.0,294.0,7.0,-0.4999999999999997,-0.8660254037844388,1,0
2011-06-21 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,1,1
2011-06-21 16:00:00,0.0,2.0,0.0,0.0,8.0,0.0,0.0,10.0,2.0,-0.8660254037844385,-0.5000000000000004,1,0
2011-06-21 17:00:00,30.0,161.0,0.0,0.0,66.0,0.0,10.0,267.0,4.0,-0.9659258262890683,-0.25881904510252063,1,0
2011-06-21 18:00:00,64.0,31.0,44.0,312.0,104.0,0.0,24.0,579.0,6.0,-1.0,-1.8369701987210297e-16,1,0
2011-06-21 19:00:00,2.0,2.0,22.0,94.0,34.0,0.0,2.0,156.0,6.0,-0.9659258262890684,0.2588190451025203,1,0
2011-06-21 20:00:00,294.0,130.0,16.0,88.0,50.0,2.0,32.0,612.0,7.0,-0.8660254037844386,0.5000000000000001,1,0
2011-06-21 21:00:00,282.0,14.0,0.0,0.0,0.0,0.0,0.0,296.0,2.0,-0.7071067811865477,0.7071067811865474,1,0
2011-06-21 22:00:00,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,-0.5000000000000004,0.8660254037844384,1,0
2011-06-21 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,1,1
2011-06-22 00:00:00,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2,0
2011-06-22 01:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.25881904510252074,0.9659258262890683,2,0
2011-06-22 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,2,1
2011-06-22 03:00:00,22.0,62.0,0.0,0.0,0.0,0.0,2.0,86.0,3.0,0.7071067811865476,0.7071067811865476,2,0
2011-06-22 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,2,1
2011-06-22 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,2,1
2011-06-22 06:00:00,36.0,22.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,1.0,6.123233995736766e-17,2,0
2011-06-22 07:00:00,4.0,32.0,0.0,0.0,28.0,10.0,18.0,92.0,5.0,0.9659258262890683,-0.25881904510252063,2,0
2011-06-22 08:00:00,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.8660254037844387,-0.4999999999999998,2,0
2011-06-22 09:00:00,0.0,52.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.7071067811865476,-0.7071067811865475,2,0
2011-06-22 10:00:00,102.0,150.0,2.0,296.0,18.0,0.0,28.0,596.0,6.0,0.49999999999999994,-0.8660254037844387,2,0
2011-06-22 11:00:00,0.0,0.0,66.0,144.0,32.0,0.0,0.0,242.0,3.0,0.258819045102521,-0.9659258262890682,2,0
2011-06-22 12:00:00,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,1.2246467991473532e-16,-1.0,2,0
2011-06-22 13:00:00,7.0,2.0,0.0,0.0,44.0,0.0,18.0,71.0,4.0,-0.2588190451025208,-0.9659258262890683,2,0
2011-06-22 14:00:00,32.0,34.0,8.0,88.0,40.0,0.0,60.0,262.0,6.0,-0.4999999999999997,-0.8660254037844388,2,0
2011-06-22 15:00:00,0.0,0.0,10.0,28.0,22.0,0.0,0.0,60.0,3.0,-0.7071067811865471,-0.7071067811865479,2,0
2011-06-22 16:00:00,20.0,92.0,12.0,14.0,24.0,0.0,18.0,180.0,6.0,-0.8660254037844385,-0.5000000000000004,2,0
2011-06-22 17:00:00,333.0,154.0,14.0,62.0,76.0,12.0,102.0,753.0,7.0,-0.9659258262890683,-0.25881904510252063,2,0
2011-06-22 18:00:00,8.0,0.0,14.0,264.0,58.0,4.0,0.0,348.0,5.0,-1.0,-1.8369701987210297e-16,2,0
2011-06-22 19:00:00,0.0,0.0,52.0,276.0,36.0,0.0,0.0,364.0,3.0,-0.9659258262890684,0.2588190451025203,2,0
2011-06-22 20:00:00,36.0,144.0,14.0,304.0,88.0,0.0,28.0,614.0,6.0,-0.8660254037844386,0.5000000000000001,2,0
2011-06-22 21:00:00,19.0,48.0,22.0,4.0,142.0,0.0,58.0,293.0,6.0,-0.7071067811865477,0.7071067811865474,2,0
2011-06-22 22:00:00,269.0,184.0,0.0,0.0,12.0,0.0,8.0,473.0,4.0,-0.5000000000000004,0.8660254037844384,2,0
2011-06-22 23:00:00,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,-0.25881904510252157,0.9659258262890681,2,0
2011-06-23 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3,0
2011-06-23 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,3,1
