window_start,Bathroom,Bedroom,DiningRoom,Kitchen,LivingRoom,OutsideDoor,total_events,n_sensors_active,tod_sin,tod_cos,dow,is_inactive,cluster,is_anomaly,anomaly_score,has_significant_deviation
2012-07-19 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,3,1,4,False,0.10593010326648178,False
2012-07-19 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,3,1,4,False,0.1093313174273064,False
2012-07-19 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,3,1,4,False,0.11123032707105363,False
2012-07-19 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,3,1,4,False,0.11002892424827593,False
2012-07-19 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,3,1,4,False,0.10527638043629672,False
2012-07-19 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,3,1,4,False,0.11190772623932854,False
2012-07-19 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3,1,4,False,0.11608555528138803,False
2012-07-19 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,3,1,4,False,0.12015914461259786,False
2012-07-19 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,3,1,4,False,0.11224873793749673,False
2012-07-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9659258262890683,-0.25881904510252063,3,1,4,False,0.11250971917057606,False
2012-07-19 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,3,1,4,False,0.11830718352008945,False
2012-07-19 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9659258262890684,0.2588190451025203,3,1,4,False,0.11050537524483706,False
2012-07-19 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,3,1,4,False,0.1081979512694285,False
2012-07-19 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,3,1,4,False,0.11651139891284934,False
2012-07-19 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,3,1,4,False,0.11831552964508613,False
2012-07-19 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,3,1,4,False,0.11503096625258186,False
2012-07-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,4,False,0.11315462209461497,False
2012-07-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,4,1,4,False,0.12836037960686325,False
2012-07-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,4,1,4,False,0.12995061251041062,False
2012-07-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,4,1,4,False,0.1282142207233682,False
2012-07-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,4,1,4,False,0.11796992922844524,False
2012-07-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,4,1,4,False,0.11470053112772738,False
2012-07-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,4,1,4,False,0.11660196447377263,False
2012-07-20 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,4,1,4,False,0.1113325791493947,False
2012-07-20 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,4,1,4,False,0.1058021164474422,False
2012-07-20 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,-0.7071067811865475,4,1,4,False,0.11010151270113555,False
2012-07-20 10:00:00,1.0,17.0,4.0,9.0,105.0,87.0,223.0,6.0,0.49999999999999994,-0.8660254037844387,4,0,1,False,0.06388667705401918,True
2012-07-20 11:00:00,35.0,160.0,73.0,201.0,976.0,151.0,1596.0,6.0,0.258819045102521,-0.9659258262890682,4,0,1,True,-0.08530245514807067,True
2012-07-20 12:00:00,104.0,16.0,0.0,0.0,122.0,24.0,266.0,4.0,1.2246467991473532e-16,-1.0,4,0,1,False,0.10828341850378159,False
2012-07-20 13:00:00,4.0,2.0,0.0,0.0,34.0,12.0,52.0,4.0,-0.2588190451025208,-0.9659258262890683,4,0,0,False,0.1641049587338393,False
2012-07-20 14:00:00,26.0,4.0,0.0,0.0,54.0,8.0,92.0,4.0,-0.4999999999999997,-0.8660254037844388,4,0,0,False,0.17587313400196453,False
2012-07-20 15:00:00,0.0,0.0,16.0,52.0,36.0,0.0,104.0,3.0,-0.7071067811865471,-0.7071067811865479,4,0,0,False,0.13335097669650509,False
2012-07-20 16:00:00,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,-0.8660254037844385,-0.5000000000000004,4,0,0,False,0.19122314710949317,False
2012-07-20 17:00:00,202.0,110.0,0.0,2.0,36.0,4.0,354.0,5.0,-0.9659258262890683,-0.25881904510252063,4,0,2,False,0.0928876886484048,True
2012-07-20 18:00:00,0.0,16.0,0.0,0.0,22.0,12.0,50.0,3.0,-1.0,-1.8369701987210297e-16,4,0,0,False,0.16672284136842308,False
2012-07-20 19:00:00,0.0,0.0,0.0,0.0,52.0,8.0,60.0,2.0,-0.9659258262890684,0.2588190451025203,4,0,0,False,0.18717043086962903,False
2012-07-20 20:00:00,0.0,0.0,0.0,0.0,42.0,2.0,44.0,2.0,-0.8660254037844386,0.5000000000000001,4,0,0,False,0.18997471090523738,False
2012-07-20 21:00:00,34.0,140.0,4.0,46.0,44.0,4.0,272.0,6.0,-0.7071067811865477,0.7071067811865474,4,0,1,False,0.13131013075610604,False
2012-07-20 22:00:00,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,-0.5000000000000004,0.8660254037844384,4,0,0,False,0.18162998809299774,False
2012-07-20 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.9659258262890681,4,1,4,False,0.11360608845952325,False
2012-07-21 00:00:00,26.0,82.0,0.0,0.0,22.0,4.0,134.0,4.0,0.0,1.0,5,0,3,False,0.141039489119629,False
2012-07-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,5,1,4,False,0.12336659033865732,False
2012-07-21 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,5,1,4,False,0.12204416771738363,False
2012-07-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,5,1,4,False,0.12186611530985508,False
2012-07-21 04:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8660254037844386,0.5000000000000001,5,0,3,False,0.2058231783671774,False
2012-07-21 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,5,1,4,False,0.11119738220179076,False
2012-07-21 06:00:00,26.0,86.0,2.0,38.0,90.0,14.0,256.0,6.0,1.0,6.123233995736766e-17,5,0,1,False,0.12196861052397401,False
2012-07-21 07:00:00,56.0,106.0,0.0,0.0,72.0,0.0,234.0,3.0,0.9659258262890683,-0.25881904510252063,5,0,3,False,0.1115320691577707,False
2012-07-21 08:00:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.8660254037844387,-0.4999999999999998,5,0,3,False,0.18653089817245821,False
2012-07-21 09:00:00,0.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.7071067811865476,-0.7071067811865475,5,0,3,False,0.17592311255645748,False
2012-07-21 10:00:00,30.0,0.0,2.0,212.0,96.0,2.0,342.0,5.0,0.49999999999999994,-0.8660254037844387,5,0,5,False,0.09448244330614453,False
2012-07-21 11:00:00,0.0,2.0,0.0,2.0,206.0,0.0,210.0,3.0,0.258819045102521,-0.9659258262890682,5,0,1,False,0.14308722042096,False
2012-07-21 12:00:00,264.0,136.0,0.0,0.0,186.0,10.0,596.0,4.0,1.2246467991473532e-16,-1.0,5,0,2,False,0.026126352215202542,False
2012-07-21 13:00:00,0.0,0.0,8.0,94.0,314.0,8.0,424.0,4.0,-0.2588190451025208,-0.9659258262890683,5,0,1,False,0.06527953497223815,True
2012-07-21 14:00:00,0.0,40.0,12.0,120.0,80.0,24.0,276.0,5.0,-0.4999999999999997,-0.8660254037844388,5,0,1,False,0.10438259231249997,False
2012-07-21 15:00:00,0.0,0.0,4.0,50.0,58.0,18.0,130.0,4.0,-0.7071067811865471,-0.7071067811865479,5,0,1,False,0.16640572170058449,False
2012-07-21 16:00:00,24.0,6.0,0.0,0.0,66.0,22.0,118.0,4.0,-0.8660254037844385,-0.5000000000000004,5,0,1,False,0.15242629325386658,False
2012-07-21 17:00:00,2.0,98.0,4.0,16.0,172.0,24.0,316.0,6.0,-0.9659258262890683,-0.25881904510252063,5,0,1,False,0.0977642196924679,False
2012-07-21 18:00:00,0.0,0.0,0.0,0.0,202.0,0.0,202.0,1.0,-1.0,-1.8369701987210297e-16,5,0,0,False,0.1222816128134781,True
2012-07-21 19:00:00,22.0,4.0,44.0,14.0,148.0,2.0,234.0,6.0,-0.9659258262890684,0.2588190451025203,5,0,1,False,0.0491887184804205,False
2012-07-21 20:00:00,0.0,0.0,0.0,0.0,20.0,0.0,20.0,1.0,-0.8660254037844386,0.5000000000000001,5,0,0,False,0.19417389631304216,False
2012-07-21 21:00:00,20.0,8.0,3.0,29.0,62.0,2.0,124.0,6.0,-0.7071067811865477,0.7071067811865474,5,0,0,False,0.12178917396291533,False
2012-07-21 22:00:00,0.0,0.0,1.0,1.0,78.0,0.0,80.0,3.0,-0.5000000000000004,0.8660254037844384,5,0,0,False,0.16449140919133154,False
2012-07-21 23:00:00,114.0,169.0,6.0,52.0,82.0,12.0,435.0,6.0,-0.25881904510252157,0.9659258262890681,5,0,1,False,0.072317771874567,False
2012-07-22 00:00:00,0.0,45.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,1.0,6,0,3,False,0.16049523218981454,False
2012-07-22 01:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25881904510252074,0.9659258262890683,6,0,3,False,0.19132104737569827,False
2012-07-22 02:00:00,0.0,22.0,0.0,0.0,0.0,0.0,22.0,1.0,0.49999999999999994,0.8660254037844387,6,0,3,False,0.1772044627392973,False
2012-07-22 03:00:00,50.0,78.0,0.0,0.0,0.0,0.0,128.0,2.0,0.7071067811865476,0.7071067811865476,6,0,3,False,0.11563341874677346,False
2012-07-22 04:00:00,0.0,6.0,0.0,0.0,0.0,2.0,8.0,2.0,0.8660254037844386,0.5000000000000001,6,0,3,False,0.16181249547615306,False
2012-07-22 05:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.9659258262890683,0.25881904510252074,6,0,3,False,0.18710333556423903,False
2012-07-22 06:00:00,52.0,44.0,6.0,56.0,74.0,20.0,252.0,6.0,1.0,6.123233995736766e-17,6,0,1,False,0.09254086333908129,False
2012-07-22 07:00:00,0.0,0.0,0.0,0.0,56.0,0.0,56.0,1.0,0.9659258262890683,-0.25881904510252063,6,0,3,False,0.1621548836291365,False
2012-07-22 08:00:00,72.0,6.0,8.0,124.0,140.0,6.0,356.0,6.0,0.8660254037844387,-0.4999999999999998,6,0,5,False,0.04092813880038593,False
2012-07-22 09:00:00,0.0,0.0,0.0,0.0,226.0,0.0,226.0,1.0,0.7071067811865476,-0.7071067811865475,6,0,1,False,0.10632657941148954,False
2012-07-22 10:00:00,197.0,266.0,68.0,130.0,130.0,4.0,795.0,6.0,0.49999999999999994,-0.8660254037844387,6,0,2,True,-0.07213101604854155,False
2012-07-22 11:00:00,95.0,102.0,0.0,0.0,76.0,6.0,279.0,4.0,0.258819045102521,-0.9659258262890682,6,0,1,False,0.11408026105352859,False
2012-07-22 12:00:00,0.0,0.0,4.0,60.0,156.0,16.0,236.0,4.0,1.2246467991473532e-16,-1.0,6,0,1,False,0.13102319396333573,False
2012-07-22 13:00:00,0.0,0.0,0.0,0.0,32.0,0.0,32.0,1.0,-0.2588190451025208,-0.9659258262890683,6,0,0,False,0.17408346866218466,False
2012-07-22 14:00:00,0.0,0.0,0.0,0.0,76.0,0.0,76.0,1.0,-0.4999999999999997,-0.8660254037844388,6,0,0,False,0.1720254937189572,False
2012-07-22 15:00:00,34.0,2.0,0.0,0.0,76.0,22.0,134.0,4.0,-0.7071067811865471,-0.7071067811865479,6,0,1,False,0.14326218212685826,False
2012-07-22 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,6,1,4,False,0.07927006265227987,False
2012-07-22 17:00:00,22.0,76.0,0.0,2.0,22.0,12.0,134.0,5.0,-0.9659258262890683,-0.25881904510252063,6,0,1,False,0.1378938877089313,False
2012-07-22 18:00:00,0.0,0.0,0.0,2.0,0.0,4.0,6.0,2.0,-1.0,-1.8369701987210297e-16,6,0,0,False,0.13600120628555207,False
2012-07-22 19:00:00,0.0,0.0,0.0,0.0,56.0,4.0,60.0,2.0,-0.9659258262890684,0.2588190451025203,6,0,0,False,0.1703093345045677,False
2012-07-22 20:00:00,0.0,0.0,0.0,0.0,22.0,0.0,22.0,1.0,-0.8660254037844386,0.5000000000000001,6,0,0,False,0.18126321181397143,False
2012-07-22 21:00:00,38.0,6.0,8.0,196.0,280.0,4.0,532.0,6.0,-0.7071067811865477,0.7071067811865474,6,0,5,False,0.0012222279273078618,True
2012-07-22 22:00:00,0.0,0.0,0.0,0.0,290.0,0.0,290.0,1.0,-0.5000000000000004,0.8660254037844384,6,0,0,False,0.07847130355651444,True
2012-07-22 23:00:00,12.0,166.0,8.0,86.0,234.0,6.0,512.0,6.0,-0.25881904510252157,0.9659258262890681,6,0,1,False,0.03258033727759857,False
2012-07-23 00:00:00,92.0,64.0,0.0,0.0,0.0,0.0,156.0,2.0,0.0,1.0,0,0,3,False,0.08975462465427098,False
2012-07-23 01:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25881904510252074,0.9659258262890683,0,0,3,False,0.18658450528242987,False
2012-07-23 02:00:00,26.0,122.0,0.0,0.0,0.0,0.0,148.0,2.0,0.49999999999999994,0.8660254037844387,0,0,3,False,0.1195895897275211,False
2012-07-23 03:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7071067811865476,0.7071067811865476,0,0,3,False,0.19192635846894746,False
2012-07-23 04:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8660254037844386,0.5000000000000001,0,0,3,False,0.19204877517525692,False
2012-07-23 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0,1,4,False,0.1002647392204149,False
2012-07-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0,1,4,False,0.09781046070087124,False
2012-07-23 07:00:00,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.9659258262890683,-0.25881904510252063,0,0,3,False,0.1840699725564343,False
2012-07-23 08:00:00,42.0,50.0,6.0,40.0,104.0,14.0,256.0,6.0,0.8660254037844387,-0.4999999999999998,0,0,1,False,0.12853383454430856,False
2012-07-23 09:00:00,32.0,4.0,12.0,282.0,112.0,2.0,444.0,6.0,0.7071067811865476,-0.7071067811865475,0,0,5,False,0.053168445321254976,False
2012-07-23 10:00:00,4.0,92.0,8.0,102.0,108.0,2.0,316.0,6.0,0.49999999999999994,-0.8660254037844387,0,0,1,False,0.09100204026457637,False
2012-07-23 11:00:00,226.0,200.0,0.0,0.0,282.0,22.0,730.0,4.0,0.258819045102521,-0.9659258262890682,0,0,2,True,-0.022349244300217896,False
2012-07-23 12:00:00,1.0,1.0,2.0,0.0,228.0,10.0,242.0,5.0,1.2246467991473532e-16,-1.0,0,0,1,False,0.09860871026927759,False
2012-07-23 13:00:00,51.0,3.0,4.0,18.0,286.0,2.0,364.0,6.0,-0.2588190451025208,-0.9659258262890683,0,0,1,False,0.059923366340027595,False
2012-07-23 14:00:00,22.0,68.0,0.0,2.0,288.0,14.0,394.0,5.0,-0.4999999999999997,-0.8660254037844388,0,0,1,False,0.056423849206156396,False
2012-07-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865471,-0.7071067811865479,0,1,4,False,0.0914840400486211,False
2012-07-23 16:00:00,32.0,28.0,18.0,18.0,128.0,16.0,240.0,6.0,-0.8660254037844385,-0.5000000000000004,0,0,1,False,0.09162011900924916,False
2012-07-23 17:00:00,0.0,0.0,0.0,0.0,148.0,0.0,148.0,1.0,-0.9659258262890683,-0.25881904510252063,0,0,0,False,0.13049970689337365,False
2012-07-23 18:00:00,38.0,4.0,24.0,280.0,116.0,8.0,470.0,6.0,-1.0,-1.8369701987210297e-16,0,0,5,False,0.01103326291753648,True
2012-07-23 19:00:00,0.0,0.0,4.0,30.0,40.0,0.0,74.0,3.0,-0.9659258262890684,0.2588190451025203,0,0,0,False,0.13431090118951777,False
2012-07-23 20:00:00,0.0,0.0,0.0,0.0,44.0,0.0,44.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,False,0.1678275395173195,False
2012-07-23 21:00:00,0.0,0.0,0.0,0.0,62.0,0.0,62.0,1.0,-0.7071067811865477,0.7071067811865474,0,0,0,False,0.16334664512827818,False
2012-07-23 22:00:00,0.0,0.0,0.0,0.0,26.0,0.0,26.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,False,0.16596009999464212,False
2012-07-23 23:00:00,132.0,256.0,6.0,60.0,54.0,16.0,524.0,6.0,-0.25881904510252157,0.9659258262890681,0,0,2,False,0.029729956109429523,False
2012-07-24 00:00:00,0.0,32.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,1,0,3,False,0.17732472416083928,False
2012-07-24 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,1,1,4,False,0.11788564602373408,False
2012-07-24 02:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.49999999999999994,0.8660254037844387,1,0,3,False,0.2036501007568713,False
2012-07-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,1,1,4,False,0.1181558006031534,False
2012-07-24 04:00:00,66.0,92.0,0.0,0.0,0.0,0.0,158.0,2.0,0.8660254037844386,0.5000000000000001,1,0,3,False,0.11041792774678671,True
2012-07-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,1,1,4,False,0.11242365012896366,False
2012-07-24 06:00:00,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,6.123233995736766e-17,1,0,3,False,0.18729806931064413,False
2012-07-24 07:00:00,42.0,58.0,8.0,56.0,82.0,18.0,264.0,6.0,0.9659258262890683,-0.25881904510252063,1,0,1,False,0.11753530119112332,False
2012-07-24 08:00:00,46.0,4.0,6.0,238.0,112.0,2.0,408.0,6.0,0.8660254037844387,-0.4999999999999998,1,0,5,False,0.07561088250007864,False
2012-07-24 09:00:00,2.0,55.0,2.0,120.0,86.0,0.0,265.0,5.0,0.7071067811865476,-0.7071067811865475,1,0,1,False,0.12920580891243183,False
2012-07-24 10:00:00,294.0,179.0,22.0,30.0,88.0,34.0,647.0,6.0,0.49999999999999994,-0.8660254037844387,1,0,2,True,-0.016733834399852876,False
2012-07-24 11:00:00,76.0,2.0,4.0,30.0,76.0,10.0,198.0,6.0,0.258819045102521,-0.9659258262890682,1,0,1,False,0.12486792234118299,False
2012-07-24 12:00:00,0.0,0.0,2.0,12.0,90.0,12.0,116.0,4.0,1.2246467991473532e-16,-1.0,1,0,1,False,0.1581767536938024,False
2012-07-24 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,-0.9659258262890683,1,1,4,False,0.10603463344747943,False
2012-07-24 14:00:00,34.0,4.0,0.0,0.0,48.0,12.0,98.0,4.0,-0.4999999999999997,-0.8660254037844388,1,0,1,False,0.16375270272501707,False
2012-07-24 15:00:00,62.0,4.0,18.0,72.0,90.0,2.0,248.0,6.0,-0.7071067811865471,-0.7071067811865479,1,0,1,False,0.10694263013548622,False
2012-07-24 16:00:00,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,-0.8660254037844385,-0.5000000000000004,1,0,0,False,0.18359916225263267,False
2012-07-24 17:00:00,40.0,4.0,0.0,0.0,30.0,12.0,86.0,4.0,-0.9659258262890683,-0.25881904510252063,1,0,0,False,0.15474158801880455,False
2012-07-24 18:00:00,0.0,0.0,0.0,0.0,18.0,8.0,26.0,2.0,-1.0,-1.8369701987210297e-16,1,0,0,False,0.16401018156803354,False
2012-07-24 19:00:00,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,-0.9659258262890684,0.2588190451025203,1,0,0,False,0.1768541373900382,False
2012-07-24 20:00:00,0.0,0.0,2.0,66.0,68.0,0.0,136.0,3.0,-0.8660254037844386,0.5000000000000001,1,0,0,False,0.14532782681750023,False
2012-07-24 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,1,1,4,False,0.11273114328305245,False
2012-07-24 22:00:00,28.0,116.0,4.0,48.0,42.0,2.0,240.0,6.0,-0.5000000000000004,0.8660254037844384,1,0,1,False,0.11702064734022838,False
2012-07-24 23:00:00,0.0,0.0,0.0,0.0,204.0,0.0,204.0,1.0,-0.25881904510252157,0.9659258262890681,1,0,0,False,0.11293909425658283,False
2012-07-25 00:00:00,28.0,42.0,0.0,0.0,204.0,4.0,278.0,4.0,0.0,1.0,2,0,1,False,0.11204320625133607,False
2012-07-25 01:00:00,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,0.25881904510252074,0.9659258262890683,2,0,3,False,0.20023908916126604,False
2012-07-25 02:00:00,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.49999999999999994,0.8660254037844387,2,0,3,False,0.18237351837908616,False
2012-07-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,2,1,4,False,0.1275465019583809,False
2012-07-25 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,2,1,4,False,0.12179311397245673,False
2012-07-25 05:00:00,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.9659258262890683,0.25881904510252074,2,0,3,False,0.20476503895922465,False
2012-07-25 06:00:00,0.0,20.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,6.123233995736766e-17,2,0,3,False,0.1799130188787832,False
2012-07-25 07:00:00,46.0,24.0,4.0,44.0,151.0,24.0,293.0,6.0,0.9659258262890683,-0.25881904510252063,2,0,1,False,0.10423881813475738,True
2012-07-25 08:00:00,40.0,4.0,2.0,350.0,203.0,4.0,603.0,6.0,0.8660254037844387,-0.4999999999999998,2,0,5,False,0.017985221477406332,False
2012-07-25 09:00:00,0.0,0.0,0.0,2.0,164.0,0.0,166.0,2.0,0.7071067811865476,-0.7071067811865475,2,0,0,False,0.13188857354459027,False
2012-07-25 10:00:00,244.0,224.0,4.0,26.0,126.0,16.0,640.0,6.0,0.49999999999999994,-0.8660254037844387,2,0,2,False,0.024186125654746315,False
