window_start,sensor_name,observed_events,expected_events,low_alert_threshold,high_alert_threshold,deviation_events,deviation_score,history_windows,alert
2013-07-03 05:00:00,Bathroom,380.0,0.0,0.0,60.58,380.0,380.0,372,HIGH_DEVIATION
2013-06-26 09:00:00,Bathroom,398.0,20.0,0.0,363.8,378.0,12.748,372,HIGH_DEVIATION
2013-01-27 12:00:00,Bathroom,400.0,22.5,0.0,360.03,377.5,11.316,372,HIGH_DEVIATION
2012-11-20 15:00:00,Kitchen,374.0,0.0,0.0,316.06,374.0,374.0,372,HIGH_DEVIATION
2012-08-25 20:00:00,Kitchen,368.0,0.0,0.0,325.25,368.0,368.0,372,HIGH_DEVIATION
2012-08-01 00:00:00,LivingRoom,362.0,0.0,0.0,250.86,362.0,362.0,372,HIGH_DEVIATION
2012-07-27 19:00:00,Kitchen,361.0,0.0,0.0,348.175,361.0,361.0,372,HIGH_DEVIATION
2013-02-04 10:00:00,Bathroom,375.0,14.0,0.0,365.16,361.0,17.392,372,HIGH_DEVIATION
2013-01-15 10:00:00,Bathroom,372.0,14.0,0.0,365.16,358.0,17.248,372,HIGH_DEVIATION
2012-12-16 13:00:00,Bathroom,352.0,0.0,0.0,343.45,352.0,352.0,372,HIGH_DEVIATION
2013-06-16 16:00:00,Kitchen,352.0,0.0,0.0,305.83,352.0,352.0,372,HIGH_DEVIATION
2013-05-26 12:00:00,Bathroom,372.0,22.5,0.0,360.03,349.5,10.477,372,HIGH_DEVIATION
2013-07-10 11:00:00,Bathroom,374.0,30.0,0.0,360.87,344.0,7.734,372,HIGH_DEVIATION
2013-02-05 15:00:00,Kitchen,340.0,0.0,0.0,316.06,340.0,340.0,372,HIGH_DEVIATION
2012-08-11 08:00:00,Kitchen,378.0,42.0,0.0,364.29,336.0,5.396,372,HIGH_DEVIATION
2012-09-26 11:00:00,Bathroom,366.0,30.0,0.0,360.87,336.0,7.554,372,HIGH_DEVIATION
2012-10-31 07:00:00,Bathroom,336.0,0.0,0.0,313.48,336.0,336.0,372,HIGH_DEVIATION
2012-10-14 07:00:00,Bathroom,334.0,0.0,0.0,313.48,334.0,334.0,372,HIGH_DEVIATION
2012-10-09 21:00:00,Kitchen,330.0,0.0,0.0,318.03,330.0,330.0,372,HIGH_DEVIATION
2013-02-02 14:00:00,Bathroom,328.0,0.0,0.0,313.74,328.0,328.0,372,HIGH_DEVIATION
2012-09-06 08:00:00,Kitchen,366.0,42.0,0.0,364.29,324.0,5.203,372,HIGH_DEVIATION
2013-06-24 14:00:00,Bathroom,324.0,0.0,0.0,313.74,324.0,324.0,372,HIGH_DEVIATION
2013-01-05 22:00:00,Kitchen,316.0,0.0,0.0,251.77,316.0,316.0,372,HIGH_DEVIATION
2012-10-17 17:00:00,LivingRoom,372.0,60.0,0.0,265.98,312.0,7.516,372,HIGH_DEVIATION
2012-12-09 15:00:00,Bathroom,312.0,0.0,0.0,306.29,312.0,312.0,372,HIGH_DEVIATION
2013-07-23 19:00:00,Bedroom,312.0,0.0,0.0,288.175,312.0,312.0,372,HIGH_DEVIATION
2012-08-03 00:00:00,LivingRoom,309.0,0.0,0.0,250.86,309.0,309.0,372,HIGH_DEVIATION
2012-10-18 08:00:00,Bathroom,334.0,26.0,0.0,308.06,308.0,7.99,372,HIGH_DEVIATION
2013-01-21 15:00:00,Bathroom,308.0,0.0,0.0,306.29,308.0,308.0,372,HIGH_DEVIATION
2013-07-16 08:00:00,Bathroom,332.0,26.0,0.0,308.06,306.0,7.938,372,HIGH_DEVIATION
2012-12-10 08:00:00,Bedroom,308.0,4.0,0.0,302.87,304.0,51.261,372,HIGH_DEVIATION
2013-04-26 17:00:00,Bathroom,302.0,0.5,0.0,179.77,301.5,406.718,372,HIGH_DEVIATION
2012-10-13 19:00:00,Bedroom,301.0,0.0,0.0,288.175,301.0,301.0,372,HIGH_DEVIATION
2012-11-01 14:00:00,LivingRoom,352.0,54.0,0.0,313.525,298.0,5.289,372,HIGH_DEVIATION
2013-03-28 10:00:00,LivingRoom,367.0,78.0,0.0,297.54,289.0,5.733,372,HIGH_DEVIATION
2012-11-17 18:00:00,Bedroom,284.0,0.0,0.0,136.885,284.0,284.0,372,HIGH_DEVIATION
2013-02-01 12:00:00,DiningRoom,279.0,0.0,0.0,95.175,279.0,279.0,372,HIGH_DEVIATION
2013-05-27 22:00:00,Kitchen,274.0,0.0,0.0,251.77,274.0,274.0,372,HIGH_DEVIATION
2012-12-31 23:00:00,Kitchen,272.0,0.0,0.0,241.45,272.0,272.0,372,HIGH_DEVIATION
2013-02-01 11:00:00,DiningRoom,267.0,0.0,0.0,122.15,267.0,267.0,372,HIGH_DEVIATION
2013-03-28 20:00:00,LivingRoom,294.0,30.0,0.0,269.595,264.0,6.849,372,HIGH_DEVIATION
2013-05-09 10:00:00,LivingRoom,342.0,78.0,0.0,297.54,264.0,5.237,372,HIGH_DEVIATION
2012-07-21 13:00:00,LivingRoom,314.0,55.0,0.0,305.45,259.0,4.159,372,HIGH_DEVIATION
2012-09-22 13:00:00,LivingRoom,314.0,55.0,0.0,305.45,259.0,4.159,372,HIGH_DEVIATION
2013-04-30 01:00:00,Bedroom,260.0,4.0,0.0,238.61,256.0,43.167,372,HIGH_DEVIATION
2012-08-23 22:00:00,LivingRoom,296.0,44.0,0.0,230.808,252.0,4.721,372,HIGH_DEVIATION
2012-10-14 07:00:00,Bedroom,254.0,4.0,0.0,252.29,250.0,42.156,372,HIGH_DEVIATION
2013-01-24 01:00:00,Bedroom,254.0,4.0,0.0,238.61,250.0,42.156,372,HIGH_DEVIATION
2013-04-07 16:00:00,Bathroom,250.0,0.0,0.0,132.945,250.0,250.0,372,HIGH_DEVIATION
2013-05-20 23:00:00,Kitchen,250.0,0.0,0.0,241.45,250.0,250.0,372,HIGH_DEVIATION
2012-10-04 20:00:00,LivingRoom,279.0,30.0,0.0,269.595,249.0,6.46,372,HIGH_DEVIATION
2012-07-22 22:00:00,LivingRoom,290.0,44.0,0.0,230.808,246.0,4.609,372,HIGH_DEVIATION
2013-07-03 05:00:00,Bedroom,250.0,4.0,0.0,152.03,246.0,41.481,372,HIGH_DEVIATION
2012-09-24 05:00:00,Kitchen,244.0,0.0,0.0,190.99,244.0,244.0,372,HIGH_DEVIATION
2012-12-30 15:00:00,LivingRoom,296.0,52.0,0.0,238.808,244.0,4.572,372,HIGH_DEVIATION
2012-07-22 21:00:00,LivingRoom,280.0,44.0,0.0,249.19,236.0,4.682,372,HIGH_DEVIATION
2012-09-21 16:00:00,LivingRoom,284.0,48.0,0.0,252.03,236.0,4.824,372,HIGH_DEVIATION
2013-07-19 09:00:00,LivingRoom,310.0,80.0,0.0,268.87,230.0,6.464,372,HIGH_DEVIATION
2012-10-03 21:00:00,LivingRoom,268.0,44.0,0.0,249.19,224.0,4.444,372,HIGH_DEVIATION
2012-12-12 16:00:00,DiningRoom,218.0,0.0,0.0,72.96,218.0,218.0,372,HIGH_DEVIATION
2012-08-10 18:00:00,LivingRoom,216.0,0.0,0.0,198.58,216.0,216.0,372,HIGH_DEVIATION
2012-08-24 04:00:00,LivingRoom,216.0,0.0,0.0,122.32,216.0,216.0,372,HIGH_DEVIATION
2012-10-10 08:00:00,LivingRoom,284.0,68.0,0.0,219.22,216.0,5.203,372,HIGH_DEVIATION
2012-10-24 16:00:00,LivingRoom,264.0,48.0,0.0,252.03,216.0,4.415,372,HIGH_DEVIATION
2012-11-01 19:00:00,LivingRoom,256.0,40.0,0.0,240.29,216.0,6.07,372,HIGH_DEVIATION
2012-07-28 23:00:00,LivingRoom,270.0,60.0,0.0,267.564,210.0,3.541,372,HIGH_DEVIATION
2013-06-12 00:00:00,Kitchen,210.0,0.0,0.0,135.48,210.0,210.0,372,HIGH_DEVIATION
2012-07-21 18:00:00,LivingRoom,202.0,0.0,0.0,198.58,202.0,202.0,372,HIGH_DEVIATION
2012-09-25 19:00:00,LivingRoom,242.0,40.0,0.0,240.29,202.0,5.677,372,HIGH_DEVIATION
2012-07-20 17:00:00,Bathroom,202.0,0.5,0.0,179.77,201.5,271.82,372,HIGH_DEVIATION
2013-07-11 02:00:00,Bedroom,200.0,4.0,0.0,158.595,196.0,33.05,372,HIGH_DEVIATION
2012-07-28 09:00:00,LivingRoom,274.0,80.0,0.0,268.87,194.0,5.452,372,HIGH_DEVIATION
2013-02-02 20:00:00,DiningRoom,188.0,0.0,0.0,61.6,188.0,188.0,372,HIGH_DEVIATION
2013-05-29 17:00:00,DiningRoom,188.0,0.0,0.0,145.8,188.0,188.0,372,HIGH_DEVIATION
2012-10-17 22:00:00,Bathroom,186.0,0.0,0.0,129.16,186.0,186.0,372,HIGH_DEVIATION
2012-08-08 08:00:00,LivingRoom,250.0,68.0,0.0,219.22,182.0,4.384,372,HIGH_DEVIATION
2012-08-24 06:00:00,Bedroom,186.0,4.0,0.0,119.16,182.0,30.689,372,HIGH_DEVIATION
2013-04-15 11:00:00,DiningRoom,182.0,0.0,0.0,122.15,182.0,182.0,372,HIGH_DEVIATION
2012-10-17 17:00:00,DiningRoom,180.0,0.0,0.0,145.8,180.0,180.0,372,HIGH_DEVIATION
2012-10-14 23:00:00,Bathroom,178.0,4.0,0.0,154.61,174.0,29.34,372,HIGH_DEVIATION
2013-01-06 06:00:00,LivingRoom,174.0,0.0,0.0,140.87,174.0,174.0,372,HIGH_DEVIATION
2013-01-16 00:00:00,Bathroom,182.0,10.0,0.0,137.45,172.0,11.601,372,HIGH_DEVIATION
2013-05-22 14:00:00,DiningRoom,170.0,0.0,0.0,97.74,170.0,170.0,372,HIGH_DEVIATION
2012-12-02 16:00:00,Bathroom,168.0,0.0,0.0,132.945,168.0,168.0,372,HIGH_DEVIATION
2012-09-14 21:00:00,Bathroom,166.0,0.0,0.0,134.03,166.0,166.0,372,HIGH_DEVIATION
2013-04-28 23:00:00,Bathroom,170.0,4.0,0.0,154.61,166.0,27.991,372,HIGH_DEVIATION
2013-01-22 02:00:00,Bedroom,168.0,4.0,0.0,158.595,164.0,27.654,372,HIGH_DEVIATION
2012-08-30 07:00:00,LivingRoom,182.0,20.0,0.0,172.87,162.0,5.463,372,HIGH_DEVIATION
2012-09-24 05:00:00,Bedroom,164.0,4.0,0.0,152.03,160.0,26.98,372,HIGH_DEVIATION
2012-10-12 07:00:00,LivingRoom,178.0,20.0,0.0,172.87,158.0,5.328,372,HIGH_DEVIATION
2012-07-28 00:00:00,Kitchen,156.0,0.0,0.0,135.48,156.0,156.0,372,HIGH_DEVIATION
2012-09-22 15:00:00,DiningRoom,154.0,0.0,0.0,90.58,154.0,154.0,372,HIGH_DEVIATION
2012-07-20 11:00:00,OutsideDoor,151.0,2.0,0.0,68.29,149.0,50.25,372,HIGH_DEVIATION
2013-04-06 18:00:00,Bedroom,148.0,0.0,0.0,136.885,148.0,148.0,372,HIGH_DEVIATION
2012-08-27 21:00:00,Bathroom,146.0,0.0,0.0,134.03,146.0,146.0,372,HIGH_DEVIATION
2012-10-15 06:00:00,LivingRoom,146.0,0.0,0.0,140.87,146.0,146.0,372,HIGH_DEVIATION
2012-08-30 20:00:00,Bathroom,144.0,0.0,0.0,109.45,144.0,144.0,372,HIGH_DEVIATION
2013-07-18 03:00:00,Bedroom,148.0,4.0,0.0,120.32,144.0,24.282,372,HIGH_DEVIATION
2012-08-02 19:00:00,Bathroom,138.0,0.0,0.0,100.03,138.0,138.0,372,HIGH_DEVIATION
2012-08-04 00:00:00,Bathroom,146.0,10.0,0.0,137.45,136.0,9.173,372,HIGH_DEVIATION
2012-09-23 22:00:00,Bathroom,136.0,0.0,0.0,129.16,136.0,136.0,372,HIGH_DEVIATION
2012-10-22 04:00:00,LivingRoom,136.0,0.0,0.0,122.32,136.0,136.0,372,HIGH_DEVIATION
2012-10-15 05:00:00,LivingRoom,134.0,0.0,0.0,108.0,134.0,134.0,372,HIGH_DEVIATION
2012-09-26 01:00:00,Bathroom,130.0,0.0,0.0,99.19,130.0,130.0,372,HIGH_DEVIATION
2013-03-05 03:00:00,Bedroom,134.0,4.0,0.0,120.32,130.0,21.921,372,HIGH_DEVIATION
2013-05-28 20:00:00,DiningRoom,130.0,0.0,0.0,61.6,130.0,130.0,372,HIGH_DEVIATION
2013-05-03 01:00:00,LivingRoom,126.0,0.0,0.0,81.74,126.0,126.0,372,HIGH_DEVIATION
2013-05-01 13:00:00,DiningRoom,126.0,2.0,0.0,99.45,124.0,41.818,372,HIGH_DEVIATION
2012-11-29 06:00:00,Bedroom,126.0,4.0,0.0,119.16,122.0,20.572,372,HIGH_DEVIATION
2013-02-02 19:00:00,DiningRoom,122.0,0.0,0.0,45.45,122.0,122.0,372,HIGH_DEVIATION
2012-11-27 20:00:00,Bathroom,118.0,0.0,0.0,109.45,118.0,118.0,372,HIGH_DEVIATION
2013-01-06 04:00:00,Bedroom,122.0,4.0,0.0,109.16,118.0,19.897,372,HIGH_DEVIATION
2013-03-30 01:00:00,Bathroom,118.0,0.0,0.0,99.19,118.0,118.0,372,HIGH_DEVIATION
2012-10-22 03:00:00,LivingRoom,114.0,0.0,0.0,46.06,114.0,114.0,372,HIGH_DEVIATION
2013-02-07 16:00:00,DiningRoom,114.0,0.0,0.0,72.96,114.0,114.0,372,HIGH_DEVIATION
2013-01-14 19:00:00,Bathroom,112.0,0.0,0.0,100.03,112.0,112.0,372,HIGH_DEVIATION
2013-07-14 04:00:00,Bedroom,116.0,4.0,0.0,109.16,112.0,18.886,372,HIGH_DEVIATION
2012-10-28 12:00:00,OutsideDoor,116.0,6.0,0.0,55.74,110.0,12.366,372,HIGH_DEVIATION
2012-10-12 05:00:00,LivingRoom,108.0,0.0,0.0,108.0,108.0,108.0,372,HIGH_DEVIATION
2012-10-27 14:00:00,DiningRoom,108.0,0.0,0.0,97.74,108.0,108.0,372,HIGH_DEVIATION
2012-12-20 05:00:00,LivingRoom,108.0,0.0,0.0,108.0,108.0,108.0,372,HIGH_DEVIATION
2013-02-11 12:00:00,DiningRoom,108.0,0.0,0.0,95.175,108.0,108.0,372,HIGH_DEVIATION
2012-10-04 13:00:00,DiningRoom,108.0,2.0,0.0,99.45,106.0,35.748,372,HIGH_DEVIATION
2012-11-18 15:00:00,DiningRoom,94.0,0.0,0.0,90.58,94.0,94.0,372,HIGH_DEVIATION
2013-01-27 06:00:00,Bathroom,94.0,0.0,0.0,56.87,94.0,94.0,372,HIGH_DEVIATION
2013-04-17 10:00:00,DiningRoom,96.0,2.0,0.0,71.19,94.0,31.701,372,HIGH_DEVIATION
2013-06-24 01:00:00,LivingRoom,92.0,0.0,0.0,81.74,92.0,92.0,372,HIGH_DEVIATION
2013-01-17 10:00:00,DiningRoom,90.0,2.0,0.0,71.19,88.0,29.678,372,HIGH_DEVIATION
2012-07-20 10:00:00,OutsideDoor,87.0,0.0,0.0,38.61,87.0,87.0,372,HIGH_DEVIATION
2012-11-02 04:00:00,Kitchen,86.0,0.0,0.0,54.35,86.0,86.0,372,HIGH_DEVIATION
2012-09-07 09:00:00,OutsideDoor,80.0,0.0,0.0,33.45,80.0,80.0,372,HIGH_DEVIATION
2012-09-14 04:00:00,Kitchen,80.0,0.0,0.0,54.35,80.0,80.0,372,HIGH_DEVIATION
2012-10-30 03:00:00,Bathroom,74.0,0.0,0.0,65.16,74.0,74.0,372,HIGH_DEVIATION
2012-10-24 13:00:00,OutsideDoor,78.0,6.0,0.0,54.0,72.0,8.094,372,HIGH_DEVIATION
2013-07-10 03:00:00,Bathroom,72.0,0.0,0.0,65.16,72.0,72.0,372,HIGH_DEVIATION
2012-10-09 21:00:00,DiningRoom,70.0,0.0,0.0,28.87,70.0,70.0,372,HIGH_DEVIATION
2013-07-10 03:00:00,LivingRoom,70.0,0.0,0.0,46.06,70.0,70.0,372,HIGH_DEVIATION
2012-09-06 11:00:00,OutsideDoor,70.0,2.0,0.0,68.29,68.0,22.933,372,HIGH_DEVIATION
2012-07-24 04:00:00,Bathroom,66.0,0.0,0.0,49.45,66.0,66.0,372,HIGH_DEVIATION
2012-10-24 22:00:00,DiningRoom,64.0,0.0,0.0,37.45,64.0,64.0,372,HIGH_DEVIATION
2013-04-27 01:00:00,Kitchen,64.0,0.0,0.0,56.87,64.0,64.0,372,HIGH_DEVIATION
2013-07-16 05:00:00,Bathroom,64.0,0.0,0.0,60.58,64.0,64.0,372,HIGH_DEVIATION
2012-09-11 18:00:00,Bathroom,62.0,0.0,0.0,58.58,62.0,62.0,372,HIGH_DEVIATION
2012-11-05 06:00:00,Bathroom,62.0,0.0,0.0,56.87,62.0,62.0,372,HIGH_DEVIATION
2013-02-09 01:00:00,Kitchen,62.0,0.0,0.0,56.87,62.0,62.0,372,HIGH_DEVIATION
2013-04-28 21:00:00,OutsideDoor,62.0,0.0,0.0,32.35,62.0,62.0,372,HIGH_DEVIATION
2013-06-14 18:00:00,Bathroom,62.0,0.0,0.0,58.58,62.0,62.0,372,HIGH_DEVIATION
2012-09-16 12:00:00,OutsideDoor,66.0,6.0,0.0,55.74,60.0,6.745,372,HIGH_DEVIATION
2013-01-30 04:00:00,Bathroom,58.0,0.0,0.0,49.45,58.0,58.0,372,HIGH_DEVIATION
2013-07-09 21:00:00,OutsideDoor,58.0,0.0,0.0,32.35,58.0,58.0,372,HIGH_DEVIATION
2012-08-27 08:00:00,DiningRoom,56.0,2.0,0.0,31.74,54.0,18.211,372,HIGH_DEVIATION
2012-09-06 10:00:00,OutsideDoor,54.0,0.0,0.0,38.61,54.0,54.0,372,HIGH_DEVIATION
2013-03-01 02:00:00,Bathroom,54.0,0.0,0.0,50.29,54.0,54.0,372,HIGH_DEVIATION
2013-04-04 19:00:00,DiningRoom,54.0,0.0,0.0,45.45,54.0,54.0,372,HIGH_DEVIATION
2012-07-30 02:00:00,Bathroom,52.0,0.0,0.0,50.29,52.0,52.0,372,HIGH_DEVIATION
2012-08-01 18:00:00,OutsideDoor,52.0,0.0,0.0,40.87,52.0,52.0,372,HIGH_DEVIATION
2012-08-22 00:00:00,DiningRoom,52.0,0.0,0.0,23.16,52.0,52.0,372,HIGH_DEVIATION
2012-10-19 17:00:00,OutsideDoor,60.0,10.0,0.0,43.45,50.0,8.431,372,HIGH_DEVIATION
2013-03-28 09:00:00,DiningRoom,50.0,2.0,0.0,30.87,48.0,16.188,372,HIGH_DEVIATION
2013-05-21 13:00:00,OutsideDoor,54.0,6.0,0.0,54.0,48.0,5.396,372,HIGH_DEVIATION
2013-06-13 13:00:00,OutsideDoor,54.0,6.0,0.0,54.0,48.0,5.396,372,HIGH_DEVIATION
2012-09-22 14:00:00,OutsideDoor,52.0,6.0,0.0,50.29,46.0,5.171,372,HIGH_DEVIATION
2012-10-20 18:00:00,OutsideDoor,46.0,0.0,0.0,40.87,46.0,46.0,372,HIGH_DEVIATION
2012-10-20 23:00:00,OutsideDoor,46.0,0.0,0.0,26.0,46.0,46.0,372,HIGH_DEVIATION
2013-03-16 14:00:00,OutsideDoor,52.0,6.0,0.0,50.29,46.0,5.171,372,HIGH_DEVIATION
2013-06-01 22:00:00,DiningRoom,46.0,0.0,0.0,37.45,46.0,46.0,372,HIGH_DEVIATION
2013-07-11 02:00:00,LivingRoom,44.0,0.0,0.0,27.45,44.0,44.0,372,HIGH_DEVIATION
2012-11-25 17:00:00,OutsideDoor,52.0,10.0,0.0,43.45,42.0,7.082,372,HIGH_DEVIATION
2013-04-26 09:00:00,OutsideDoor,42.0,0.0,0.0,33.45,42.0,42.0,372,HIGH_DEVIATION
2012-08-24 15:00:00,OutsideDoor,46.0,6.0,0.0,40.29,40.0,4.497,372,HIGH_DEVIATION
2012-10-18 08:00:00,DiningRoom,42.0,2.0,0.0,31.74,40.0,13.49,372,HIGH_DEVIATION
2012-12-29 22:00:00,OutsideDoor,40.0,0.0,0.0,32.0,40.0,40.0,372,HIGH_DEVIATION
2013-01-22 02:00:00,Kitchen,40.0,0.0,0.0,4.0,40.0,40.0,372,HIGH_DEVIATION
2012-09-14 04:00:00,OutsideDoor,38.0,0.0,0.0,18.58,38.0,38.0,372,HIGH_DEVIATION
2012-12-11 20:00:00,OutsideDoor,38.0,0.0,0.0,30.87,38.0,38.0,372,HIGH_DEVIATION
2012-11-24 20:00:00,OutsideDoor,36.0,0.0,0.0,30.87,36.0,36.0,372,HIGH_DEVIATION
2012-12-29 15:00:00,OutsideDoor,42.0,6.0,0.0,40.29,36.0,4.047,372,HIGH_DEVIATION
